water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ihhnv_outbreak,disease_type,data_source
34.55,22.68,7.17,9.94,2.856,141.75,35.32,3994.62,9.87,0,1,1,118,Malaysia,Dry,9,2023,0.374,0.48,0,ihhnv,simulated
32.04,34.18,6.71,8.81,2.79,248.09,71.3,4458.56,11.2,0,1,0,171,Vietnam,Wet,6,2018,0.481,0.48,0,ihhnv,simulated
25.14,7.34,6.57,5.21,1.658,184.54,130.33,2260.89,15.36,0,1,1,34,China,Wet,2,2023,0.499,0.63,1,ihhnv,simulated
26.84,27.28,7.12,5.89,0.739,21.28,100.58,4202.36,29.83,1,1,0,114,Vietnam,Wet,7,2022,0.282,0.98,1,ihhnv,simulated
22.42,20.51,6.27,7.05,4.141,96.81,155.91,166.05,1.37,0,0,1,34,Indonesia,Dry,9,2020,0.637,0.93,1,ihhnv,simulated
31.82,24.42,6.62,9.68,2.765,198.14,46.52,1765.29,2.05,0,0,1,174,Vietnam,Wet,6,2023,0.465,0.68,1,ihhnv,simulated
27.7,12.16,7.17,9.77,1.202,43.88,150.79,3480.76,7.11,1,1,1,107,Malaysia,Dry,3,2022,0.196,0.83,1,ihhnv,simulated
31.76,23.02,7.6,3.59,4.585,277.33,180.58,1271.35,2.37,0,1,0,30,Indonesia,Dry,10,2020,0.564,0.705,0,ihhnv,simulated
32.83,34.61,7.82,8.87,4.867,263.56,182.6,4456.55,24.63,1,0,0,33,India,Dry,4,2023,0.424,0.78,1,ihhnv,simulated
22.78,33.06,8.61,6.65,3.074,386.79,160.53,662.48,24.85,1,1,1,139,Vietnam,Wet,9,2019,0.63,0.93,1,ihhnv,simulated
33.3,12.56,7.9,4.42,1.908,426.74,166.42,4468.62,9.95,0,0,0,167,Indonesia,Wet,5,2018,0.465,0.53,1,ihhnv,simulated
34.64,15.81,8.95,4.85,1.801,357.35,197.79,1980.81,16.43,1,0,1,86,China,Dry,2,2019,0.613,1.0,1,ihhnv,simulated
22.92,18.64,6.01,9.1,2.051,420.42,99.93,2752.03,7.38,0,0,0,165,Indonesia,Wet,4,2018,0.506,0.93,1,ihhnv,simulated
29.35,3.37,6.6,4.37,0.259,89.73,192.24,1735.26,1.66,1,0,1,65,Vietnam,Dry,11,2023,0.366,0.88,1,ihhnv,simulated
23.51,1.7,6.66,5.84,2.738,85.8,137.75,4711.07,11.63,0,0,1,163,China,Dry,11,2018,0.583,0.68,0,ihhnv,simulated
22.75,10.75,8.09,3.54,0.76,372.55,138.79,882.57,9.65,1,1,1,108,Indonesia,Wet,4,2022,0.398,0.905,1,ihhnv,simulated
23.4,8.77,6.18,3.58,3.671,231.14,114.34,2325.34,27.5,1,1,0,61,Vietnam,Dry,5,2018,0.767,0.905,1,ihhnv,simulated
24.34,30.63,6.92,6.5,3.712,265.56,186.82,2188.76,13.71,1,1,0,97,Indonesia,Dry,6,2021,0.547,0.83,1,ihhnv,simulated
26.81,21.78,8.51,2.51,4.429,398.46,184.27,596.62,10.02,1,0,1,175,Malaysia,Wet,10,2019,0.751,1.0,1,ihhnv,simulated
30.64,27.43,6.98,8.13,1.947,217.59,99.79,3291.77,19.62,1,1,1,67,China,Dry,8,2022,0.365,1.0,1,ihhnv,simulated
30.28,0.75,7.29,4.53,0.034,75.49,39.29,1744.97,10.36,1,1,0,90,Thailand,Wet,8,2022,0.221,0.43,1,ihhnv,simulated
32.59,22.95,6.11,4.93,1.866,453.9,46.1,4527.82,2.94,0,0,1,42,Malaysia,Dry,8,2019,0.608,0.63,0,ihhnv,simulated
27.28,23.25,8.51,4.05,3.659,234.52,172.52,4784.69,24.12,1,0,1,35,Thailand,Dry,3,2019,0.7,1.0,1,ihhnv,simulated
25.94,8.04,8.43,7.03,4.036,237.73,140.03,4582.93,20.61,0,0,1,102,Vietnam,Wet,7,2018,0.587,0.73,1,ihhnv,simulated
32.94,32.59,8.25,8.45,0.857,416.11,127.99,2621.99,17.68,1,0,1,114,India,Wet,9,2021,0.272,0.83,1,ihhnv,simulated
23.39,28.85,6.54,3.14,2.387,263.51,123.78,1366.07,15.75,0,0,0,79,India,Dry,9,2020,0.654,0.955,0,ihhnv,simulated
34.73,27.81,6.06,2.79,2.976,288.31,49.05,2424.59,19.49,0,1,1,78,Vietnam,Dry,3,2023,0.811,0.605,1,ihhnv,simulated
26.0,23.47,7.91,9.39,3.05,329.85,63.36,134.35,23.78,1,1,1,118,Thailand,Dry,6,2020,0.422,1.0,1,ihhnv,simulated
30.16,17.0,8.25,7.06,4.91,25.76,43.13,4203.95,17.76,0,1,1,92,India,Wet,6,2020,0.556,0.58,1,ihhnv,simulated
31.39,31.06,8.19,8.46,1.967,92.53,180.24,160.36,20.35,1,1,1,118,Vietnam,Dry,3,2023,0.385,0.78,1,ihhnv,simulated
32.96,20.76,8.16,8.89,0.929,10.75,109.15,353.15,2.14,0,1,1,31,Thailand,Dry,7,2021,0.25,0.63,1,ihhnv,simulated
29.27,5.27,7.72,7.48,3.548,480.41,112.45,4003.97,20.33,1,1,0,149,Philippines,Wet,12,2018,0.454,0.83,1,ihhnv,simulated
20.73,11.44,8.12,7.94,0.102,26.87,140.37,2290.36,27.96,0,0,0,148,Vietnam,Wet,1,2022,0.183,0.38,0,ihhnv,simulated
31.0,28.6,7.52,4.9,0.71,434.9,117.3,2112.15,1.09,1,1,1,176,India,Dry,4,2020,0.252,0.88,1,ihhnv,simulated
21.66,9.26,8.89,6.85,0.727,167.96,65.53,1838.23,17.12,0,0,0,140,Malaysia,Wet,3,2019,0.417,0.38,0,ihhnv,simulated
31.15,10.63,6.53,8.46,2.292,329.26,78.5,1032.44,27.06,1,1,1,86,Vietnam,Wet,7,2023,0.468,0.83,1,ihhnv,simulated
28.84,14.07,7.14,8.08,4.343,203.34,96.89,2092.65,24.64,1,1,1,44,Malaysia,Dry,7,2020,0.457,0.83,1,ihhnv,simulated
32.84,16.04,6.9,3.07,4.821,69.7,145.8,1083.34,8.75,0,0,0,38,Thailand,Dry,6,2018,0.664,0.855,1,ihhnv,simulated
20.66,4.08,7.9,6.56,0.816,162.65,157.36,3706.39,12.42,1,0,1,97,Vietnam,Wet,9,2023,0.272,0.68,0,ihhnv,simulated
28.23,1.12,6.84,8.11,3.38,386.73,84.67,3844.68,16.4,1,1,0,106,Malaysia,Wet,8,2022,0.506,0.88,1,ihhnv,simulated
27.75,5.84,8.52,3.2,1.49,495.19,27.59,1432.51,3.77,1,1,0,30,Philippines,Dry,11,2021,0.562,0.705,1,ihhnv,simulated
24.46,27.92,6.96,4.96,4.929,39.26,85.05,4511.02,2.59,0,1,1,61,Vietnam,Dry,1,2023,0.591,0.83,1,ihhnv,simulated
30.21,13.89,8.6,7.06,1.6,480.33,140.71,2335.51,23.0,0,0,0,114,Philippines,Dry,1,2021,0.459,0.53,0,ihhnv,simulated
32.53,19.89,8.82,8.51,3.328,297.46,15.19,3250.83,3.03,0,1,1,105,Thailand,Dry,10,2019,0.603,0.53,1,ihhnv,simulated
22.94,9.34,7.3,6.91,2.97,268.35,95.32,2339.49,27.04,0,1,0,115,Malaysia,Wet,4,2019,0.466,0.53,1,ihhnv,simulated
21.68,0.34,7.41,2.26,0.607,443.11,153.41,3772.94,10.33,0,0,0,52,Thailand,Dry,6,2018,0.34,0.355,1,ihhnv,simulated
33.56,1.7,8.89,7.98,2.547,190.81,187.02,687.58,14.37,0,0,0,63,Malaysia,Dry,5,2021,0.582,0.53,1,ihhnv,simulated
22.58,0.85,6.16,3.64,4.635,244.31,100.84,3555.07,11.91,0,1,1,156,Indonesia,Wet,4,2021,0.769,0.705,1,ihhnv,simulated
25.92,25.71,8.85,3.6,0.974,401.31,73.55,1344.02,13.95,1,0,0,164,Philippines,Dry,10,2020,0.547,1.0,1,ihhnv,simulated
21.49,33.41,8.06,5.33,3.745,317.68,157.34,1969.45,3.4,1,1,0,110,Thailand,Dry,11,2020,0.582,0.63,0,ihhnv,simulated
22.46,30.7,7.38,5.31,2.969,346.71,128.62,2999.78,12.23,1,0,1,114,Malaysia,Wet,11,2023,0.506,0.98,1,ihhnv,simulated
25.89,4.46,6.91,6.79,4.021,91.11,35.34,2768.18,11.62,0,1,0,119,India,Dry,2,2022,0.539,0.33,1,ihhnv,simulated
21.13,10.61,6.6,4.43,2.925,209.93,50.24,851.64,15.1,1,0,0,52,Malaysia,Wet,3,2020,0.661,0.58,1,ihhnv,simulated
20.17,21.17,6.01,6.71,2.23,336.86,82.31,3037.32,4.75,0,1,1,165,Malaysia,Dry,1,2023,0.606,0.63,1,ihhnv,simulated
20.02,34.57,6.74,2.5,2.632,240.03,122.62,4092.58,25.06,0,1,0,133,Indonesia,Wet,12,2022,0.669,0.455,0,ihhnv,simulated
29.34,9.98,8.11,3.13,4.385,18.06,118.12,1050.85,18.73,0,0,0,178,Vietnam,Dry,10,2020,0.664,0.705,1,ihhnv,simulated
23.53,7.5,6.26,5.22,0.065,291.08,165.2,864.31,10.86,1,0,1,162,India,Dry,10,2023,0.373,0.88,1,ihhnv,simulated
23.61,26.68,8.49,8.5,4.105,328.01,74.89,2014.87,7.7,1,0,0,43,India,Wet,9,2023,0.548,1.0,1,ihhnv,simulated
22.71,3.46,6.67,9.69,0.612,199.18,46.82,4167.4,10.38,0,1,1,170,Vietnam,Dry,9,2022,0.217,0.28,1,ihhnv,simulated
28.26,11.98,6.32,9.48,1.132,336.95,55.88,4852.21,19.44,0,1,0,147,Vietnam,Wet,11,2021,0.34,0.38,0,ihhnv,simulated
34.76,25.94,7.44,5.3,3.353,157.42,39.11,4382.83,22.43,1,0,1,124,India,Wet,9,2020,0.5,0.93,1,ihhnv,simulated
27.54,4.55,6.83,7.84,3.172,343.64,29.29,504.02,17.77,0,0,1,42,Vietnam,Wet,10,2021,0.517,0.53,0,ihhnv,simulated
33.01,34.59,8.47,4.92,0.847,170.15,189.52,3233.74,23.64,0,0,1,118,Malaysia,Dry,5,2023,0.425,0.48,1,ihhnv,simulated
34.86,10.42,8.97,9.37,2.138,322.42,134.41,3563.95,29.45,1,1,1,49,Indonesia,Wet,6,2019,0.504,0.83,1,ihhnv,simulated
29.79,4.1,8.76,9.95,4.234,340.03,161.26,3212.16,8.83,1,1,1,172,Thailand,Dry,7,2021,0.545,0.88,1,ihhnv,simulated
27.32,3.0,6.47,2.08,4.536,324.21,67.81,3549.44,23.46,0,0,1,140,Philippines,Dry,8,2018,0.769,0.755,1,ihhnv,simulated
33.11,12.94,6.87,2.75,0.894,380.85,73.94,2295.26,23.49,1,0,1,125,Thailand,Dry,8,2019,0.446,0.855,0,ihhnv,simulated
23.36,3.62,7.17,4.73,1.241,182.58,144.49,3690.19,5.82,0,0,0,178,Thailand,Dry,5,2019,0.369,0.58,1,ihhnv,simulated
20.42,5.77,8.95,7.32,0.664,259.24,95.75,4952.91,29.05,1,1,0,152,Thailand,Dry,10,2018,0.405,0.53,0,ihhnv,simulated
32.43,11.36,7.36,7.58,0.985,309.15,174.69,3841.94,8.73,0,0,0,138,Philippines,Dry,8,2018,0.213,0.38,0,ihhnv,simulated
25.53,28.01,7.0,3.07,0.187,321.24,166.9,1565.39,3.61,0,1,0,78,Vietnam,Wet,5,2023,0.335,0.755,0,ihhnv,simulated
20.48,4.13,6.87,3.89,0.452,283.75,66.49,2407.2,19.15,1,1,0,56,Vietnam,Dry,2,2021,0.359,0.605,1,ihhnv,simulated
25.05,20.99,6.94,9.14,0.016,466.69,67.23,1808.23,4.42,0,1,1,41,Philippines,Wet,7,2019,0.124,0.78,1,ihhnv,simulated
31.67,6.44,6.82,3.11,2.811,107.83,89.12,4500.19,0.77,0,1,1,152,China,Dry,9,2023,0.655,0.555,0,ihhnv,simulated
26.69,28.31,7.36,9.23,4.763,262.66,115.4,3452.47,26.33,0,0,1,152,China,Wet,2,2018,0.382,0.93,1,ihhnv,simulated
23.95,17.89,6.71,2.21,2.623,239.94,134.63,1546.14,7.58,1,0,1,100,Philippines,Dry,11,2022,0.683,1.0,1,ihhnv,simulated
32.83,5.54,8.88,6.35,2.248,244.15,187.6,2168.37,10.87,0,0,1,30,Philippines,Dry,8,2018,0.601,0.58,0,ihhnv,simulated
29.72,19.12,8.24,7.37,3.016,478.46,146.41,1621.64,11.38,1,1,0,49,Malaysia,Wet,6,2021,0.544,1.0,1,ihhnv,simulated
26.66,33.41,8.78,7.82,0.144,384.51,136.65,4989.15,21.82,1,1,0,131,Philippines,Dry,12,2019,0.302,0.73,1,ihhnv,simulated
31.95,10.95,6.99,8.07,1.756,495.53,32.31,4116.18,25.15,1,1,0,52,India,Wet,10,2020,0.344,0.58,1,ihhnv,simulated
29.58,21.21,6.72,9.97,2.399,85.36,174.48,318.98,5.06,0,1,1,92,Vietnam,Dry,4,2018,0.398,0.83,0,ihhnv,simulated
26.61,9.2,7.5,9.93,2.394,499.09,57.63,3821.33,13.8,0,1,0,77,Malaysia,Dry,6,2018,0.268,0.28,0,ihhnv,simulated
31.67,22.11,8.43,2.42,2.23,480.57,143.89,1036.26,0.63,0,0,1,69,India,Dry,4,2021,0.655,0.905,0,ihhnv,simulated
25.97,32.02,7.55,5.68,3.744,496.42,82.44,4018.76,7.18,0,0,0,170,Vietnam,Wet,12,2023,0.486,0.63,1,ihhnv,simulated
24.18,6.09,6.66,2.21,3.722,280.74,189.6,3852.21,3.74,0,1,1,85,India,Wet,11,2018,0.733,0.705,1,ihhnv,simulated
34.61,1.02,6.52,8.2,0.026,330.26,152.52,2790.03,17.52,0,1,0,139,India,Wet,9,2021,0.226,0.38,1,ihhnv,simulated
24.27,5.07,7.07,3.61,2.712,184.42,159.69,2229.49,26.86,0,1,1,111,Vietnam,Wet,4,2021,0.586,0.655,1,ihhnv,simulated
25.47,22.94,8.27,4.37,0.334,492.64,131.78,3989.39,24.79,1,0,0,36,Vietnam,Dry,2,2018,0.353,1.0,1,ihhnv,simulated
31.54,5.86,6.78,2.28,1.572,28.43,124.46,2680.41,18.97,1,1,0,127,Malaysia,Dry,6,2018,0.552,0.805,1,ihhnv,simulated
25.89,25.58,6.88,8.14,4.997,303.25,195.07,4531.71,11.99,1,1,1,91,Philippines,Wet,3,2021,0.499,1.0,1,ihhnv,simulated
22.57,27.0,6.84,4.58,2.73,378.69,105.82,4098.21,15.44,0,1,0,173,Malaysia,Dry,2,2018,0.594,0.78,1,ihhnv,simulated
20.05,21.03,7.04,6.24,3.598,425.3,151.8,535.94,27.45,1,1,1,90,China,Dry,5,2023,0.535,0.88,1,ihhnv,simulated
22.46,24.27,6.27,4.79,3.805,295.12,92.34,2564.59,0.82,0,1,0,49,Philippines,Wet,1,2020,0.712,0.83,0,ihhnv,simulated
31.05,9.02,6.46,3.35,2.257,393.59,135.1,1913.16,29.47,0,0,0,179,Indonesia,Wet,2,2020,0.646,0.655,1,ihhnv,simulated
21.07,20.98,7.63,6.64,3.324,330.61,152.55,3799.91,27.93,0,1,0,156,Vietnam,Dry,3,2023,0.467,0.53,1,ihhnv,simulated
26.06,1.05,6.31,7.94,2.951,445.25,151.54,2081.24,18.29,1,1,1,132,Vietnam,Dry,11,2023,0.595,0.88,1,ihhnv,simulated
24.72,34.8,7.3,2.96,0.066,391.92,89.55,4116.51,3.1,1,0,1,87,Indonesia,Wet,12,2018,0.275,0.955,1,ihhnv,simulated
33.1,31.56,8.15,7.99,1.143,219.08,140.67,1474.71,21.65,0,0,0,162,Philippines,Dry,4,2023,0.302,0.53,0,ihhnv,simulated
30.76,15.59,7.69,6.8,0.579,245.33,57.41,4338.55,27.15,0,0,0,101,Indonesia,Dry,4,2022,0.203,0.43,0,ihhnv,simulated
26.19,27.58,7.71,7.5,2.725,393.49,154.57,3361.03,7.65,1,1,0,104,India,Dry,8,2021,0.421,1.0,1,ihhnv,simulated
31.62,5.48,6.91,9.94,1.932,423.34,172.4,1232.03,14.84,1,0,0,64,Malaysia,Wet,10,2021,0.315,0.88,1,ihhnv,simulated
31.68,13.49,8.13,9.6,4.466,303.02,77.64,642.14,28.73,1,1,0,110,Vietnam,Dry,10,2023,0.452,0.73,1,ihhnv,simulated
20.13,7.72,8.99,2.13,2.666,297.24,158.23,3114.32,17.68,0,1,1,109,Indonesia,Dry,5,2023,0.807,0.455,1,ihhnv,simulated
27.92,31.66,7.94,8.21,2.549,438.23,166.07,3488.24,5.4,0,0,0,42,India,Dry,11,2019,0.416,0.58,1,ihhnv,simulated
21.73,27.07,8.96,4.29,2.655,327.56,102.41,3428.25,15.94,0,0,1,88,China,Dry,3,2018,0.729,0.73,1,ihhnv,simulated
34.78,8.09,8.83,5.32,3.751,454.5,11.19,3524.17,26.83,1,1,1,40,India,Wet,7,2018,0.711,0.63,1,ihhnv,simulated
27.8,22.14,6.69,4.29,2.048,258.93,26.91,4910.87,24.93,1,1,0,165,Philippines,Dry,11,2018,0.553,0.88,1,ihhnv,simulated
27.33,32.88,6.17,9.29,4.225,290.28,87.64,483.08,7.75,0,0,0,100,Vietnam,Wet,4,2022,0.579,0.68,1,ihhnv,simulated
31.09,32.23,6.7,4.02,1.209,58.17,135.72,3016.03,19.43,1,1,1,89,Indonesia,Wet,5,2021,0.467,0.83,1,ihhnv,simulated
25.34,24.62,8.17,9.12,3.878,431.73,131.4,1055.66,6.33,1,1,0,66,Thailand,Wet,6,2018,0.474,1.0,1,ihhnv,simulated
27.86,26.51,6.34,6.81,0.483,392.46,88.49,4037.21,13.12,0,0,0,68,Philippines,Dry,4,2023,0.353,0.78,0,ihhnv,simulated
34.88,33.87,8.12,9.89,0.247,197.62,181.31,826.01,9.43,0,0,1,33,Philippines,Dry,11,2023,0.134,0.48,1,ihhnv,simulated
33.48,32.83,8.36,2.5,0.143,33.45,156.68,1926.55,5.73,0,0,0,95,India,Dry,12,2021,0.409,0.505,1,ihhnv,simulated
23.58,22.9,8.77,8.29,2.535,36.67,173.46,1881.6,26.65,1,0,0,86,Indonesia,Wet,9,2020,0.55,1.0,1,ihhnv,simulated
25.43,0.83,8.51,8.59,1.166,217.69,68.5,597.81,1.0,1,1,0,173,India,Dry,5,2018,0.345,0.83,1,ihhnv,simulated
24.89,4.84,7.16,7.66,1.338,492.14,198.18,3567.61,9.12,0,1,1,59,Thailand,Dry,10,2020,0.283,0.53,1,ihhnv,simulated
25.59,18.65,7.33,6.7,3.195,54.25,109.31,454.14,21.36,0,1,0,125,India,Dry,3,2022,0.472,0.73,1,ihhnv,simulated
22.63,19.47,7.47,2.88,3.155,51.86,17.25,2311.65,16.84,0,0,0,167,Thailand,Wet,10,2019,0.576,0.755,0,ihhnv,simulated
26.54,5.5,7.47,2.95,2.179,98.54,51.24,4425.99,11.05,0,0,0,124,Malaysia,Dry,12,2021,0.482,0.455,1,ihhnv,simulated
33.64,9.58,7.29,5.05,4.564,330.34,181.81,1058.35,9.35,1,0,0,77,China,Dry,9,2021,0.533,0.78,0,ihhnv,simulated
22.54,32.23,6.29,5.53,1.246,438.3,116.02,4124.11,28.42,0,0,1,66,China,Dry,1,2020,0.489,0.68,1,ihhnv,simulated
22.83,11.4,8.57,4.2,2.703,441.3,82.99,854.16,0.15,0,1,0,157,Philippines,Wet,10,2022,0.672,0.58,1,ihhnv,simulated
31.66,0.36,8.36,3.28,3.797,128.63,35.35,2918.3,21.43,1,0,1,155,India,Dry,3,2022,0.701,0.755,0,ihhnv,simulated
23.35,32.7,8.95,7.12,0.587,83.75,158.02,3412.72,7.22,0,1,1,88,Thailand,Dry,2,2021,0.403,0.48,0,ihhnv,simulated
32.36,20.87,8.16,8.71,2.035,32.16,142.61,3676.93,9.07,0,1,1,51,India,Wet,10,2023,0.379,0.78,1,ihhnv,simulated
23.4,11.97,7.03,3.68,0.576,143.46,33.98,4621.1,1.69,0,0,0,75,Philippines,Wet,8,2023,0.353,0.405,0,ihhnv,simulated
25.33,21.48,6.02,7.46,2.108,280.41,192.05,2254.62,18.24,1,0,0,168,Thailand,Dry,11,2021,0.566,1.0,1,ihhnv,simulated
28.13,33.81,6.15,9.7,3.836,279.74,105.53,3118.34,14.52,0,1,1,167,Indonesia,Wet,4,2018,0.568,0.63,1,ihhnv,simulated
22.41,6.17,7.33,4.36,1.409,233.39,158.97,529.79,27.21,0,0,0,68,Thailand,Wet,6,2022,0.373,0.63,1,ihhnv,simulated
20.16,24.51,6.4,5.24,0.055,159.2,39.99,1418.01,16.57,0,1,0,95,India,Dry,3,2022,0.348,0.28,0,ihhnv,simulated
33.95,1.94,6.83,6.33,4.467,466.83,138.08,3066.86,2.84,0,1,1,162,Vietnam,Wet,2,2023,0.567,0.53,0,ihhnv,simulated
34.66,19.57,6.48,4.29,0.372,357.36,163.4,2114.65,12.68,0,1,1,49,India,Dry,1,2020,0.402,0.63,1,ihhnv,simulated
34.57,21.46,8.13,9.88,4.789,84.28,84.42,2234.5,25.39,1,1,0,38,Thailand,Wet,1,2021,0.442,1.0,1,ihhnv,simulated
21.85,19.97,8.08,2.85,1.51,360.37,59.39,1055.89,25.09,1,1,0,107,India,Wet,1,2023,0.503,0.805,1,ihhnv,simulated
28.25,9.63,8.11,2.09,1.183,405.36,183.83,438.91,3.79,1,0,0,32,Malaysia,Wet,11,2021,0.497,1.0,1,ihhnv,simulated
28.07,11.85,8.69,8.15,2.552,63.99,142.24,3988.67,24.81,0,0,1,158,Philippines,Dry,6,2019,0.544,0.68,1,ihhnv,simulated
23.26,2.78,8.55,2.59,0.663,145.33,75.97,4483.38,18.38,1,1,1,148,India,Dry,3,2023,0.496,0.855,1,ihhnv,simulated
23.37,11.53,6.65,3.29,4.913,285.9,37.21,1972.88,20.41,1,0,1,73,Indonesia,Wet,9,2020,0.699,0.905,1,ihhnv,simulated
27.62,6.74,6.38,3.18,4.741,233.36,42.42,3595.87,1.35,1,1,0,84,Vietnam,Dry,10,2021,0.747,0.705,0,ihhnv,simulated
31.2,5.37,8.43,3.93,2.04,102.42,119.8,111.3,0.04,0,0,1,99,Malaysia,Dry,1,2019,0.584,0.655,1,ihhnv,simulated
24.47,8.73,6.99,9.85,4.921,201.77,129.89,1993.81,21.73,0,1,0,83,Philippines,Dry,1,2022,0.423,0.53,1,ihhnv,simulated
32.02,22.43,8.63,2.79,4.751,105.06,40.34,4562.73,7.94,1,1,0,60,Indonesia,Dry,12,2018,0.762,0.855,1,ihhnv,simulated
20.6,30.79,7.7,6.9,4.932,33.5,170.96,4349.71,14.8,1,1,1,33,Thailand,Dry,3,2019,0.47,0.63,1,ihhnv,simulated
34.67,27.77,8.67,2.21,0.383,386.77,147.72,2992.11,27.09,0,0,0,39,Thailand,Wet,1,2020,0.497,0.805,1,ihhnv,simulated
34.49,21.47,7.5,8.53,3.385,380.48,130.79,1401.25,5.59,0,0,0,68,Thailand,Wet,3,2022,0.382,0.78,1,ihhnv,simulated
34.37,19.69,7.14,2.76,1.201,8.51,40.33,442.01,7.06,1,0,1,92,Philippines,Wet,4,2020,0.435,1.0,1,ihhnv,simulated
24.97,5.15,6.17,2.85,3.757,200.48,108.53,1191.45,24.81,1,1,1,41,Thailand,Wet,12,2019,0.793,1.0,1,ihhnv,simulated
33.69,24.31,8.7,2.83,2.678,324.09,13.56,417.31,29.1,0,0,0,68,Vietnam,Dry,9,2022,0.737,0.655,1,ihhnv,simulated
25.95,9.96,6.38,6.19,2.147,140.14,135.24,2676.96,5.72,1,1,0,110,India,Wet,1,2018,0.552,0.88,1,ihhnv,simulated
20.68,31.17,7.57,8.15,4.647,156.33,99.4,3644.83,4.48,1,0,1,35,Philippines,Dry,9,2023,0.407,0.73,1,ihhnv,simulated
25.35,17.43,6.95,9.97,2.255,329.41,118.87,2352.48,29.97,1,1,0,148,India,Dry,2,2020,0.343,1.0,1,ihhnv,simulated
33.15,33.93,6.47,4.11,4.009,383.66,158.95,446.98,17.83,0,1,1,72,China,Wet,11,2021,0.701,0.53,1,ihhnv,simulated
32.12,1.54,6.45,2.95,0.791,265.99,21.91,4995.25,11.75,0,1,0,88,India,Wet,4,2023,0.498,0.255,0,ihhnv,simulated
31.7,16.97,7.34,3.93,1.925,495.8,63.86,3165.6,26.34,0,1,1,30,India,Wet,12,2021,0.443,0.805,1,ihhnv,simulated
23.28,12.11,7.07,8.18,1.024,65.67,13.86,2308.63,28.62,0,1,1,77,China,Wet,6,2023,0.246,0.38,1,ihhnv,simulated
25.4,20.43,8.04,2.33,3.591,101.58,102.54,1996.29,27.99,1,0,0,100,Vietnam,Wet,8,2020,0.679,1.0,1,ihhnv,simulated
28.33,7.02,8.68,8.32,3.567,200.52,155.37,971.98,0.88,0,0,1,124,Philippines,Wet,5,2018,0.586,0.73,0,ihhnv,simulated
22.58,21.49,6.7,8.42,4.236,403.92,90.99,1995.31,11.97,1,1,1,115,Vietnam,Dry,5,2022,0.519,1.0,1,ihhnv,simulated
30.9,32.3,7.1,8.4,2.55,402.8,143.19,1385.06,23.16,0,1,1,58,Indonesia,Wet,11,2018,0.403,0.48,1,ihhnv,simulated
32.95,27.2,8.58,4.44,1.14,149.15,77.91,1215.09,26.04,1,1,1,124,China,Wet,7,2019,0.492,1.0,1,ihhnv,simulated
22.8,29.85,8.29,3.36,3.929,268.98,118.59,2003.16,4.43,1,1,0,160,Thailand,Dry,6,2022,0.686,1.0,1,ihhnv,simulated
31.93,28.58,6.15,4.44,4.547,251.09,107.14,1076.01,2.41,1,0,1,135,Indonesia,Wet,3,2019,0.744,1.0,1,ihhnv,simulated
27.05,11.32,6.4,9.03,1.431,266.08,181.13,2480.42,14.04,1,1,1,167,Indonesia,Dry,8,2021,0.375,0.88,1,ihhnv,simulated
31.92,9.01,8.89,8.69,1.333,339.31,187.05,1544.22,10.56,0,1,1,61,Thailand,Wet,6,2018,0.423,0.53,0,ihhnv,simulated
32.11,7.72,8.87,5.09,4.244,335.43,114.7,3661.99,24.15,0,0,1,176,Thailand,Dry,5,2022,0.725,0.58,0,ihhnv,simulated
27.67,4.73,6.32,6.53,1.877,375.21,45.15,3995.51,5.43,1,1,0,123,Vietnam,Dry,12,2018,0.521,0.63,1,ihhnv,simulated
23.3,0.24,6.26,8.42,0.879,5.49,103.14,1001.72,20.31,1,1,1,69,Vietnam,Dry,9,2018,0.357,0.78,1,ihhnv,simulated
31.76,32.84,7.55,9.44,2.849,165.58,100.42,1024.82,6.02,1,1,1,62,China,Dry,8,2020,0.344,0.73,1,ihhnv,simulated
25.51,7.31,6.92,2.69,4.873,26.84,100.12,3274.73,21.83,0,0,1,30,Vietnam,Wet,1,2019,0.674,0.805,1,ihhnv,simulated
28.89,23.63,6.4,9.73,1.95,108.72,68.1,2105.49,24.68,1,0,1,32,Indonesia,Wet,8,2020,0.409,1.0,1,ihhnv,simulated
31.5,15.41,8.9,2.4,0.429,21.75,72.53,651.75,26.45,0,1,1,141,China,Dry,9,2019,0.534,0.705,1,ihhnv,simulated
26.82,20.37,6.67,6.47,3.703,405.88,48.04,4860.96,10.74,1,1,1,167,Malaysia,Dry,9,2019,0.589,0.93,1,ihhnv,simulated
33.76,11.46,7.01,9.15,2.161,186.4,170.02,1201.02,0.14,1,1,1,86,Philippines,Wet,2,2018,0.35,0.78,1,ihhnv,simulated
29.49,7.01,6.92,6.74,3.911,189.2,64.74,480.15,2.79,1,0,0,175,Vietnam,Wet,1,2019,0.539,0.98,1,ihhnv,simulated
27.55,23.54,7.51,7.98,1.752,71.81,109.12,3974.67,3.53,0,0,1,59,Malaysia,Dry,4,2023,0.264,0.88,1,ihhnv,simulated
22.48,9.02,6.34,9.23,4.878,418.02,143.21,4230.98,16.62,1,0,0,113,Malaysia,Wet,8,2023,0.552,0.98,1,ihhnv,simulated
