water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,imnv_outbreak,disease_type,data_source
22.2,11.11,8.84,2.92,4.052,175.96,23.53,2700.28,17.6,1,0,0,74,Philippines,Wet,8,2021,0.793,0.78,0,imnv,simulated
21.82,16.84,8.06,9.45,0.827,351.41,145.44,466.3,2.4,0,1,0,85,Philippines,Dry,9,2023,0.204,0.42,0,imnv,simulated
31.02,12.24,6.03,5.69,0.569,27.38,193.27,1392.25,26.51,0,0,0,88,Thailand,Dry,11,2022,0.452,0.62,1,imnv,simulated
31.76,33.45,8.95,2.12,2.456,194.09,74.26,1628.8,8.46,0,0,0,114,Vietnam,Dry,3,2023,0.777,0.68,1,imnv,simulated
20.82,9.1,6.89,3.03,0.827,301.46,16.95,3889.53,24.69,0,0,0,174,Philippines,Wet,12,2019,0.426,0.31,0,imnv,simulated
22.97,11.46,7.84,5.54,4.557,206.69,173.36,1315.42,28.35,1,0,0,73,Thailand,Dry,1,2019,0.539,0.78,1,imnv,simulated
24.35,21.67,6.75,3.77,0.692,242.58,15.89,1871.66,11.19,1,1,0,97,Indonesia,Wet,4,2020,0.41,0.76,1,imnv,simulated
31.06,14.26,7.88,7.57,3.68,206.16,89.43,3217.29,18.35,0,1,1,91,Philippines,Wet,3,2019,0.478,0.73,1,imnv,simulated
33.75,13.05,8.31,5.75,0.551,150.63,59.39,169.82,29.13,0,0,0,57,Philippines,Wet,1,2022,0.338,0.47,0,imnv,simulated
23.1,18.0,8.13,7.68,0.431,313.92,157.77,4088.45,27.38,1,0,0,177,China,Dry,8,2019,0.23,0.72,0,imnv,simulated
34.32,6.18,7.19,9.53,2.685,204.29,15.64,1666.87,10.84,1,0,1,134,India,Dry,12,2019,0.366,0.53,1,imnv,simulated
20.93,33.76,8.37,4.01,0.471,240.43,46.36,2481.88,2.84,0,1,0,66,Malaysia,Dry,1,2019,0.397,0.02,0,imnv,simulated
25.42,7.12,7.64,6.51,1.556,185.7,198.16,1825.09,25.93,1,1,0,136,Vietnam,Wet,2,2020,0.313,0.83,1,imnv,simulated
27.95,12.48,7.31,4.48,2.107,383.45,44.64,639.84,22.13,1,1,1,77,Vietnam,Wet,9,2020,0.45,0.78,1,imnv,simulated
32.34,4.37,8.21,5.41,4.139,223.74,40.94,1595.56,13.47,0,1,0,39,Vietnam,Dry,12,2021,0.605,0.24,0,imnv,simulated
26.05,21.53,8.56,5.52,4.248,97.91,61.51,3670.49,3.73,1,0,1,175,Vietnam,Wet,2,2022,0.659,0.94,0,imnv,simulated
26.23,34.21,8.97,5.34,3.179,104.75,104.93,3161.41,0.53,1,1,0,31,Vietnam,Wet,9,2023,0.734,0.89,1,imnv,simulated
31.27,3.73,7.8,6.93,1.763,486.65,181.18,723.23,8.26,1,1,0,74,India,Dry,4,2018,0.348,0.63,0,imnv,simulated
26.39,9.38,6.76,9.29,3.732,463.62,162.68,3615.36,21.61,1,1,1,113,Indonesia,Dry,5,2023,0.48,0.84,1,imnv,simulated
30.86,6.33,8.9,8.93,3.172,416.14,100.94,460.83,25.15,1,0,0,144,China,Dry,10,2018,0.602,0.89,1,imnv,simulated
28.01,19.87,7.2,7.37,2.773,356.73,127.69,4468.22,4.24,0,1,0,36,India,Dry,9,2021,0.446,0.68,1,imnv,simulated
33.53,21.74,6.05,4.67,1.214,10.86,126.96,2716.96,17.72,1,0,0,37,Philippines,Wet,7,2021,0.554,1.0,1,imnv,simulated
24.23,10.66,8.93,8.56,1.978,107.11,79.25,3158.28,13.37,1,1,0,60,India,Wet,9,2023,0.506,1.0,1,imnv,simulated
34.04,16.3,8.73,5.49,3.087,377.06,146.06,4232.66,14.37,1,0,0,156,Thailand,Dry,3,2023,0.689,0.94,1,imnv,simulated
23.61,29.23,6.28,6.92,4.698,11.39,130.97,1313.79,10.76,1,0,0,159,China,Dry,12,2023,0.639,0.69,1,imnv,simulated
29.16,9.43,6.62,6.36,0.018,353.63,16.41,290.03,25.32,0,1,1,45,Philippines,Wet,12,2020,0.27,0.37,0,imnv,simulated
34.06,1.97,8.34,8.85,3.455,311.96,192.2,4256.83,1.06,1,1,0,128,Malaysia,Wet,6,2019,0.512,0.79,1,imnv,simulated
25.28,28.0,6.96,9.55,0.11,112.82,123.25,4711.38,29.56,0,0,1,55,China,Wet,4,2023,0.117,0.87,1,imnv,simulated
23.47,13.23,6.69,2.62,0.302,290.75,49.73,365.27,13.76,1,0,0,164,Malaysia,Wet,2,2022,0.415,0.66,0,imnv,simulated
27.15,27.02,6.42,4.73,1.344,49.23,139.33,156.97,24.96,0,0,1,149,Vietnam,Dry,2,2021,0.505,0.89,1,imnv,simulated
28.56,22.46,7.13,6.56,2.577,414.02,52.11,3207.2,17.84,0,1,0,121,Thailand,Wet,2,2023,0.463,0.53,0,imnv,simulated
30.05,22.12,7.02,9.63,3.805,82.27,137.8,2097.06,15.22,0,1,0,94,Vietnam,Dry,12,2021,0.426,0.68,0,imnv,simulated
25.97,21.95,8.32,3.31,3.134,486.83,35.02,1173.85,24.49,0,1,0,180,Indonesia,Wet,10,2019,0.693,0.68,1,imnv,simulated
30.66,16.45,7.04,6.45,1.065,409.17,105.81,1405.49,24.68,0,0,1,47,Vietnam,Dry,3,2021,0.313,0.83,1,imnv,simulated
28.71,11.92,6.7,9.49,2.479,405.84,141.04,4324.51,25.4,0,0,0,173,Thailand,Wet,12,2021,0.426,0.94,1,imnv,simulated
26.08,26.71,6.0,4.7,1.036,142.33,141.25,358.99,26.33,1,0,0,94,Philippines,Wet,5,2022,0.542,1.0,1,imnv,simulated
26.17,28.43,6.19,3.74,4.594,113.89,84.19,1745.85,20.26,1,1,1,172,India,Dry,3,2019,0.76,0.93,1,imnv,simulated
25.48,22.78,8.12,2.67,1.424,259.53,35.56,1357.36,20.09,1,1,0,59,Indonesia,Dry,10,2019,0.506,0.78,0,imnv,simulated
26.77,24.4,6.61,4.51,4.702,58.74,18.83,4759.58,9.4,0,0,0,37,Vietnam,Wet,11,2018,0.665,0.69,1,imnv,simulated
26.22,2.49,8.94,6.22,4.488,240.75,116.71,1021.63,17.61,1,1,1,179,Vietnam,Dry,2,2019,0.699,0.84,1,imnv,simulated
26.8,23.06,8.04,4.11,1.075,240.28,12.08,3598.07,11.29,0,1,0,90,Vietnam,Dry,9,2018,0.406,0.49,1,imnv,simulated
25.77,31.11,8.64,3.07,2.509,419.08,52.88,2964.2,8.84,0,0,0,177,Indonesia,Dry,7,2021,0.7,0.53,1,imnv,simulated
20.44,28.08,8.19,3.41,4.182,391.41,34.7,4997.58,7.67,1,1,1,170,Indonesia,Wet,3,2018,0.668,0.58,0,imnv,simulated
30.55,31.15,6.18,9.97,4.564,53.15,193.25,1021.08,20.08,1,0,0,171,Vietnam,Dry,1,2023,0.554,0.89,1,imnv,simulated
25.33,28.01,8.34,4.93,2.424,338.51,67.02,385.3,6.89,0,0,1,136,Philippines,Dry,2,2019,0.578,0.49,0,imnv,simulated
23.16,18.34,8.93,4.55,4.825,488.56,184.6,4804.12,18.33,1,0,0,129,Vietnam,Wet,4,2021,0.753,0.94,1,imnv,simulated
31.56,20.46,8.53,8.12,4.405,32.79,52.02,4877.22,16.93,1,0,1,114,Philippines,Dry,9,2019,0.568,0.74,1,imnv,simulated
22.81,23.66,8.49,4.19,2.012,331.24,36.06,119.96,8.45,0,1,0,165,Vietnam,Wet,7,2021,0.582,0.39,1,imnv,simulated
29.15,13.12,7.82,7.03,2.317,136.55,58.15,422.02,21.36,0,1,1,49,Philippines,Wet,11,2022,0.41,0.58,0,imnv,simulated
25.08,5.62,8.28,8.9,4.69,189.93,14.95,2589.06,26.02,0,0,0,104,China,Dry,2,2019,0.5,0.44,1,imnv,simulated
20.93,13.48,6.41,5.1,1.323,436.45,176.47,1003.16,8.68,1,0,0,125,India,Dry,12,2023,0.492,0.84,1,imnv,simulated
25.22,32.04,8.33,4.49,4.838,354.8,175.67,4762.93,1.01,1,0,0,141,India,Wet,3,2018,0.655,0.99,1,imnv,simulated
27.54,18.25,6.21,9.1,0.08,215.28,70.84,1958.67,26.38,1,1,0,140,India,Dry,10,2022,0.254,0.82,0,imnv,simulated
34.11,7.63,6.22,5.74,4.185,405.0,13.86,205.97,6.54,1,0,0,107,Philippines,Dry,7,2023,0.689,0.54,0,imnv,simulated
26.45,15.87,6.06,2.3,3.643,163.51,17.69,4674.97,11.52,0,0,1,119,India,Dry,5,2023,0.83,0.73,1,imnv,simulated
25.38,33.71,6.1,2.78,4.754,342.36,35.17,4845.32,20.89,0,0,0,170,China,Dry,3,2020,0.807,0.53,1,imnv,simulated
34.65,9.72,8.36,6.77,4.943,266.18,136.84,2518.55,14.59,0,1,0,137,Malaysia,Wet,4,2018,0.584,0.59,1,imnv,simulated
21.56,16.11,8.6,9.2,1.986,173.67,162.66,1129.78,24.79,0,0,0,88,Indonesia,Wet,4,2020,0.431,0.74,0,imnv,simulated
34.77,21.21,8.26,6.85,3.654,413.21,106.94,573.89,21.38,0,1,1,57,Malaysia,Dry,3,2023,0.565,0.69,1,imnv,simulated
21.72,7.37,7.96,5.59,3.915,473.79,20.6,3576.47,14.91,0,0,0,131,Thailand,Wet,9,2018,0.557,0.28,0,imnv,simulated
20.26,0.13,8.46,6.89,1.776,26.32,17.42,2365.31,10.64,1,1,0,166,Vietnam,Dry,8,2018,0.461,0.34,0,imnv,simulated
34.61,33.34,8.35,5.79,3.814,6.69,15.8,243.71,16.96,1,1,1,62,Philippines,Wet,2,2019,0.615,0.59,1,imnv,simulated
25.38,14.56,8.39,8.05,2.066,321.28,16.68,968.31,26.06,1,0,1,62,Thailand,Wet,6,2022,0.443,0.94,1,imnv,simulated
32.82,30.79,6.87,8.63,0.778,379.47,103.23,1873.83,17.63,1,0,1,73,Indonesia,Wet,2,2022,0.237,0.82,1,imnv,simulated
23.58,21.79,8.53,3.8,2.716,197.17,165.25,893.28,5.77,1,1,1,55,China,Dry,2,2021,0.68,0.88,1,imnv,simulated
26.81,31.85,7.72,6.34,3.834,394.8,190.17,4631.5,5.68,1,0,0,88,Philippines,Wet,1,2018,0.492,0.93,1,imnv,simulated
22.7,8.46,7.69,4.38,1.337,449.1,142.61,4765.5,10.74,1,0,0,43,Thailand,Wet,2,2019,0.368,0.73,1,imnv,simulated
31.15,28.54,6.54,2.51,4.175,356.26,101.05,747.15,22.05,0,1,1,165,China,Dry,12,2022,0.743,0.63,0,imnv,simulated
33.9,9.99,7.2,7.97,4.637,454.86,18.44,1251.59,23.47,0,1,0,75,Philippines,Wet,10,2023,0.451,0.28,1,imnv,simulated
30.44,28.91,7.85,2.8,2.867,249.92,176.6,1635.96,12.38,0,0,1,88,India,Wet,12,2023,0.617,0.87,1,imnv,simulated
33.96,20.38,6.3,2.84,0.981,485.84,176.4,1535.6,23.29,0,1,0,159,Malaysia,Dry,4,2022,0.548,0.61,0,imnv,simulated
29.94,15.36,7.78,9.04,0.837,327.13,126.29,4176.79,22.93,0,1,1,31,China,Dry,4,2022,0.172,0.61,0,imnv,simulated
33.75,15.9,6.22,8.19,3.273,329.52,146.36,1406.24,2.13,1,0,0,52,India,Wet,9,2021,0.607,1.0,1,imnv,simulated
20.46,8.84,6.74,3.77,1.889,11.91,146.62,2805.03,27.73,0,1,1,99,Philippines,Dry,5,2021,0.544,0.53,0,imnv,simulated
20.51,19.41,6.63,4.46,1.99,317.57,84.34,343.98,11.17,0,1,0,144,India,Wet,9,2023,0.551,0.64,0,imnv,simulated
20.89,27.97,7.72,3.59,4.596,45.8,178.51,1140.43,2.1,0,1,0,166,China,Dry,2,2022,0.584,0.57,1,imnv,simulated
31.33,13.61,6.05,4.83,4.61,182.02,68.24,4910.33,16.75,1,0,0,112,Thailand,Wet,5,2018,0.747,0.79,1,imnv,simulated
21.28,27.2,6.65,6.57,2.078,256.61,23.13,4891.92,11.74,1,0,1,159,China,Wet,2,2021,0.487,0.74,1,imnv,simulated
22.07,14.06,6.28,3.2,3.103,254.97,143.83,729.87,7.63,0,1,0,148,Philippines,Wet,4,2018,0.763,0.73,1,imnv,simulated
24.17,32.57,6.76,3.66,3.45,212.16,123.92,1171.65,22.04,1,1,0,178,Vietnam,Dry,6,2021,0.668,0.88,1,imnv,simulated
29.41,8.87,6.38,6.78,4.18,130.59,148.45,4222.46,16.58,0,1,0,55,Vietnam,Wet,10,2020,0.627,0.69,1,imnv,simulated
24.66,10.16,6.44,4.47,1.961,79.43,149.7,3027.31,10.42,1,0,0,124,India,Dry,10,2018,0.579,1.0,1,imnv,simulated
23.99,11.83,8.66,2.55,0.938,100.81,187.33,2739.7,27.39,0,0,1,76,Vietnam,Wet,10,2020,0.546,0.76,1,imnv,simulated
26.83,26.6,6.33,9.64,0.155,89.4,60.42,1560.5,22.02,0,1,0,136,Malaysia,Wet,8,2019,0.224,0.47,1,imnv,simulated
28.85,22.67,6.89,4.02,4.095,83.64,115.92,2725.53,28.12,1,0,0,72,China,Dry,2,2020,0.634,1.0,1,imnv,simulated
29.15,21.93,8.32,8.06,0.592,154.97,164.59,300.3,19.65,0,0,0,109,China,Wet,5,2020,0.267,0.82,0,imnv,simulated
26.0,34.25,6.72,7.6,2.983,301.76,196.91,1076.32,10.83,0,1,0,152,Vietnam,Wet,6,2020,0.541,0.69,1,imnv,simulated
31.61,19.68,7.15,5.48,0.735,384.66,165.41,3832.76,27.67,1,1,0,99,Vietnam,Dry,7,2022,0.291,0.66,1,imnv,simulated
29.02,9.61,6.59,9.43,0.251,8.83,128.7,2049.39,3.79,0,0,1,110,Thailand,Wet,10,2019,0.199,0.72,1,imnv,simulated
33.15,17.84,8.01,5.23,0.979,51.25,14.77,3827.87,10.56,0,0,0,91,India,Wet,3,2019,0.353,0.47,1,imnv,simulated
22.98,22.14,7.65,7.2,1.009,401.97,21.55,4653.9,18.27,0,1,0,72,Thailand,Wet,9,2021,0.23,0.33,1,imnv,simulated
34.58,24.1,6.7,3.84,4.54,457.15,119.57,4033.46,11.11,1,0,1,159,Malaysia,Dry,10,2018,0.672,1.0,1,imnv,simulated
30.76,0.52,7.48,7.55,0.91,276.91,110.52,4225.26,14.11,1,1,0,156,India,Wet,12,2018,0.186,0.71,0,imnv,simulated
20.22,29.26,6.72,5.76,3.604,496.91,143.94,4068.2,24.55,1,1,0,39,Philippines,Dry,10,2020,0.605,0.59,1,imnv,simulated
22.0,28.9,8.88,2.76,4.063,285.81,146.51,4654.75,16.89,1,1,0,55,Philippines,Dry,11,2020,0.805,0.68,1,imnv,simulated
26.32,1.44,7.77,8.71,3.105,151.79,91.5,3955.71,23.12,1,1,1,136,Thailand,Wet,8,2022,0.421,0.88,1,imnv,simulated
28.78,8.88,7.1,9.64,4.335,350.34,98.59,2042.61,7.78,1,0,0,55,Thailand,Dry,9,2019,0.412,0.83,1,imnv,simulated
24.35,0.62,6.73,8.35,3.452,227.52,47.67,573.87,25.72,1,1,1,171,Vietnam,Wet,1,2018,0.517,0.69,1,imnv,simulated
23.05,10.43,8.81,6.1,4.234,305.18,118.71,4089.43,1.98,0,0,0,125,Vietnam,Dry,8,2019,0.682,0.64,0,imnv,simulated
27.61,11.04,6.02,3.44,3.407,53.38,129.56,1267.82,0.1,1,1,1,145,Vietnam,Dry,6,2020,0.799,1.0,1,imnv,simulated
26.54,29.23,8.25,4.07,4.621,41.04,101.75,2285.1,24.42,0,1,0,30,Thailand,Wet,3,2018,0.656,0.69,1,imnv,simulated
31.28,8.58,8.4,3.55,4.526,170.03,13.99,4648.79,13.18,1,0,0,50,India,Dry,12,2019,0.698,0.63,1,imnv,simulated
29.76,5.24,6.74,5.94,1.146,204.46,40.57,2598.75,15.57,1,1,0,175,Vietnam,Wet,8,2023,0.389,0.64,0,imnv,simulated
21.48,18.27,7.91,7.57,0.158,82.52,121.29,2205.32,7.46,1,0,1,36,Indonesia,Dry,1,2020,0.167,0.71,0,imnv,simulated
30.8,5.69,7.46,9.28,1.862,363.03,162.33,3341.48,26.98,0,0,1,72,China,Wet,3,2023,0.238,0.78,1,imnv,simulated
26.12,10.47,6.59,5.19,1.221,352.11,13.28,3039.39,20.9,0,0,1,132,China,Dry,10,2021,0.448,0.64,1,imnv,simulated
34.12,3.29,8.06,7.51,2.122,250.15,47.79,4564.53,0.56,0,0,0,35,China,Dry,8,2020,0.412,0.34,1,imnv,simulated
32.49,23.23,8.63,3.89,0.226,410.09,122.29,3216.06,9.81,1,1,0,79,Malaysia,Dry,11,2023,0.417,0.81,1,imnv,simulated
24.46,13.19,8.73,4.92,4.12,230.88,180.51,3330.17,4.13,1,1,0,97,Thailand,Wet,3,2018,0.708,1.0,1,imnv,simulated
24.36,28.89,6.5,3.71,4.704,82.6,184.3,2394.28,25.33,1,1,1,94,India,Wet,11,2022,0.71,1.0,1,imnv,simulated
27.04,23.75,8.08,4.61,4.91,199.62,74.6,1977.19,9.35,1,1,1,93,Philippines,Wet,10,2023,0.61,1.0,1,imnv,simulated
31.83,10.22,7.51,9.88,3.037,292.9,59.61,3653.57,7.41,1,1,1,36,Thailand,Wet,4,2018,0.339,0.68,1,imnv,simulated
26.11,5.31,7.15,3.99,1.505,318.06,30.39,3660.05,18.74,0,1,0,151,Thailand,Wet,2,2020,0.426,0.47,0,imnv,simulated
29.14,5.07,7.02,9.6,3.507,358.95,117.85,1209.09,3.03,1,1,0,163,India,Wet,7,2019,0.427,0.83,0,imnv,simulated
25.28,27.26,8.86,7.97,0.105,437.12,16.61,2378.41,12.13,1,0,0,92,India,Dry,2,2023,0.306,0.67,1,imnv,simulated
24.29,25.56,8.19,9.5,3.436,307.59,120.28,1063.39,8.4,1,0,1,173,Vietnam,Wet,1,2020,0.465,1.0,1,imnv,simulated
30.47,18.37,7.31,5.26,2.18,152.13,63.56,4955.26,1.48,0,1,1,94,India,Wet,6,2019,0.432,0.58,0,imnv,simulated
28.77,6.63,8.07,6.44,0.783,367.73,174.86,3119.09,25.36,1,1,0,119,Vietnam,Dry,6,2022,0.301,0.67,0,imnv,simulated
25.22,12.26,6.61,3.95,3.983,426.41,45.3,1831.07,3.41,1,0,1,115,Malaysia,Wet,1,2023,0.683,1.0,1,imnv,simulated
30.2,30.85,6.02,9.58,2.406,446.21,165.82,1030.33,13.42,0,1,1,154,Vietnam,Wet,9,2021,0.528,0.74,1,imnv,simulated
24.89,4.11,8.04,7.56,4.92,119.07,135.34,2498.04,22.24,1,1,0,178,Thailand,Wet,2,2020,0.505,0.89,0,imnv,simulated
33.19,32.09,8.97,7.02,1.875,159.39,156.75,3251.18,3.35,1,1,0,60,Philippines,Wet,6,2023,0.553,0.79,1,imnv,simulated
32.1,4.68,7.6,2.51,2.033,45.45,52.7,2867.69,6.47,0,1,1,71,Thailand,Dry,11,2018,0.492,0.32,0,imnv,simulated
29.08,20.55,6.71,2.29,0.444,369.94,122.11,3913.09,5.41,1,1,1,100,Indonesia,Wet,8,2023,0.438,1.0,1,imnv,simulated
31.23,16.17,8.11,4.72,3.139,417.62,37.05,2003.31,4.83,1,0,0,80,Malaysia,Wet,4,2019,0.611,0.79,1,imnv,simulated
29.61,21.15,8.93,4.22,2.861,413.54,165.52,2170.76,1.68,0,1,0,127,Indonesia,Wet,11,2019,0.749,0.84,1,imnv,simulated
25.04,17.47,8.6,3.92,0.202,257.85,130.76,3231.84,19.94,1,1,0,59,Philippines,Wet,6,2023,0.408,1.0,1,imnv,simulated
31.24,34.03,7.87,7.1,4.821,302.0,76.59,437.15,11.35,1,1,1,120,Philippines,Dry,6,2018,0.492,0.68,1,imnv,simulated
30.99,20.28,7.78,2.96,0.094,307.99,162.23,3749.6,6.59,1,0,1,178,Indonesia,Dry,6,2021,0.292,1.0,1,imnv,simulated
31.66,21.74,8.24,7.87,0.734,74.59,58.9,3208.57,15.69,1,1,0,90,Malaysia,Dry,3,2020,0.276,0.47,0,imnv,simulated
25.38,14.4,7.7,6.99,0.342,369.88,130.45,3155.27,13.83,0,0,1,128,China,Dry,10,2020,0.172,0.71,1,imnv,simulated
21.13,7.92,8.54,9.58,2.315,84.62,92.64,2789.59,23.71,0,1,1,153,Indonesia,Dry,10,2023,0.445,0.44,0,imnv,simulated
34.84,5.09,7.06,5.68,1.79,86.93,25.46,4825.34,17.97,1,1,0,47,Indonesia,Wet,12,2021,0.416,0.48,1,imnv,simulated
22.28,0.65,8.25,2.14,4.662,407.56,99.96,3809.99,23.52,1,0,1,105,Philippines,Wet,12,2023,0.72,0.93,1,imnv,simulated
32.42,3.91,7.16,7.49,4.255,499.64,164.13,1541.91,8.0,1,0,1,70,Indonesia,Dry,8,2021,0.474,0.78,1,imnv,simulated
25.84,11.73,6.35,9.39,3.081,110.43,44.6,2935.46,4.61,0,0,0,156,Vietnam,Dry,4,2023,0.545,0.59,0,imnv,simulated
22.83,25.64,7.44,4.7,0.377,303.51,42.12,1873.19,8.7,1,0,1,140,India,Wet,6,2021,0.229,0.56,0,imnv,simulated
24.67,19.34,7.21,9.91,3.668,345.21,149.78,2259.01,0.44,0,0,0,74,Thailand,Wet,6,2018,0.385,0.88,1,imnv,simulated
26.51,19.32,7.09,7.14,0.411,464.06,129.24,3642.07,28.35,1,0,0,44,Thailand,Dry,5,2023,0.209,0.86,1,imnv,simulated
31.34,1.0,8.83,7.29,0.838,98.4,104.96,526.66,22.44,1,1,1,38,India,Wet,4,2019,0.405,0.72,0,imnv,simulated
22.2,25.94,6.29,6.95,0.005,23.29,11.87,1011.77,13.93,0,0,0,137,Malaysia,Dry,10,2023,0.304,0.27,0,imnv,simulated
27.04,22.85,7.33,7.39,4.333,236.19,89.08,561.45,23.34,0,1,0,133,Indonesia,Wet,11,2020,0.449,0.78,1,imnv,simulated
30.34,33.31,8.61,7.47,2.926,342.21,148.62,1812.83,14.45,0,0,1,69,Philippines,Wet,6,2018,0.594,0.84,1,imnv,simulated
29.59,2.41,6.1,9.99,4.099,492.56,45.23,632.45,16.56,1,1,0,179,China,Dry,10,2019,0.567,0.54,1,imnv,simulated
31.87,6.73,8.23,9.56,3.365,455.5,61.67,965.31,7.93,0,0,0,67,China,Wet,2,2021,0.47,0.44,0,imnv,simulated
33.85,11.13,8.56,6.19,3.762,371.55,61.57,979.69,10.24,1,0,1,35,Indonesia,Wet,5,2019,0.637,0.84,1,imnv,simulated
24.24,11.32,7.69,3.1,0.433,106.54,29.92,732.37,27.84,0,0,0,64,Malaysia,Wet,7,2018,0.31,0.6,0,imnv,simulated
25.91,12.14,6.46,2.72,0.748,150.67,131.33,1089.74,19.34,0,0,0,54,Indonesia,Wet,4,2018,0.499,0.91,0,imnv,simulated
22.46,18.18,7.03,7.05,4.829,379.32,167.3,2100.47,17.75,1,0,0,58,India,Wet,8,2022,0.51,0.88,1,imnv,simulated
33.7,3.9,8.07,5.08,0.357,75.43,185.28,301.24,5.25,0,0,0,45,India,Wet,12,2023,0.299,0.57,1,imnv,simulated
31.85,16.84,8.0,5.97,2.38,264.57,167.33,3913.37,0.11,1,0,0,160,India,Wet,1,2018,0.482,0.98,1,imnv,simulated
20.66,25.04,6.06,4.96,4.918,257.2,156.1,2995.0,23.27,0,0,0,143,China,Dry,2,2020,0.741,0.64,1,imnv,simulated
33.71,28.67,8.1,3.27,3.9,132.31,61.04,2592.44,0.14,0,1,0,128,Malaysia,Dry,6,2023,0.658,0.33,0,imnv,simulated
21.93,31.88,8.92,6.95,1.111,456.93,99.55,3519.69,4.42,0,0,1,152,India,Dry,9,2019,0.462,0.54,1,imnv,simulated
34.78,22.48,7.54,9.92,2.649,217.0,63.69,420.32,1.18,0,1,0,52,India,Wet,7,2019,0.304,0.43,0,imnv,simulated
25.54,25.24,6.59,8.97,2.843,374.12,135.19,3460.16,17.89,0,1,1,168,India,Wet,12,2020,0.502,0.89,1,imnv,simulated
28.27,31.34,6.04,4.88,4.022,75.33,94.18,4791.92,18.62,0,1,0,111,China,Dry,3,2021,0.747,0.59,0,imnv,simulated
24.13,29.28,8.86,3.48,1.406,11.09,31.97,3885.0,24.81,1,0,1,69,Vietnam,Wet,2,2023,0.6,0.88,1,imnv,simulated
27.01,16.64,6.71,4.21,2.408,221.18,39.58,2051.94,16.27,0,0,0,173,Thailand,Wet,9,2021,0.592,0.69,1,imnv,simulated
26.34,10.15,6.3,6.03,4.08,469.26,110.55,2065.69,23.93,1,0,1,54,Vietnam,Dry,1,2021,0.666,1.0,1,imnv,simulated
33.57,19.2,7.69,4.05,2.499,268.8,157.8,1789.38,27.51,1,0,1,49,Philippines,Dry,8,2019,0.508,0.93,1,imnv,simulated
26.18,8.44,6.07,8.22,4.042,481.6,185.51,829.07,16.02,1,1,1,90,China,Dry,10,2019,0.631,0.84,0,imnv,simulated
31.81,13.3,7.1,9.25,0.55,471.32,58.43,4508.38,8.36,1,1,1,165,Philippines,Wet,9,2021,0.153,0.56,1,imnv,simulated
24.67,11.99,8.79,6.28,0.541,294.48,16.35,2152.12,26.59,0,0,0,114,Vietnam,Wet,9,2018,0.399,0.57,0,imnv,simulated
25.63,25.4,7.94,7.06,1.327,140.95,44.28,2714.49,18.76,1,1,1,138,Thailand,Wet,5,2020,0.319,0.78,1,imnv,simulated
28.22,33.73,8.4,3.55,2.297,127.03,56.53,2821.58,7.02,1,1,0,117,Indonesia,Dry,7,2019,0.62,0.63,0,imnv,simulated
24.75,12.21,6.98,8.15,1.675,322.98,51.12,1561.95,26.14,1,0,0,121,China,Wet,4,2022,0.334,0.89,1,imnv,simulated
31.87,32.18,8.86,3.8,1.726,128.02,65.64,3223.42,20.53,0,1,1,95,Thailand,Dry,4,2021,0.625,0.38,1,imnv,simulated
23.87,15.8,6.1,6.46,1.949,456.76,122.7,1485.87,8.95,1,0,0,69,India,Dry,8,2022,0.568,0.84,0,imnv,simulated
20.91,31.35,6.78,2.38,3.537,17.95,84.55,1982.73,5.64,1,1,0,56,Thailand,Wet,7,2022,0.707,0.78,1,imnv,simulated
22.91,5.62,7.94,4.49,3.614,350.95,189.22,2924.13,21.78,1,1,1,152,Indonesia,Dry,10,2023,0.59,0.58,0,imnv,simulated
32.57,3.91,6.45,7.57,2.934,478.16,72.22,323.93,10.08,1,1,1,176,China,Wet,2,2021,0.582,0.84,1,imnv,simulated
26.39,12.73,6.5,7.15,4.639,453.88,81.92,1473.43,23.91,0,0,0,157,Indonesia,Dry,6,2021,0.595,0.84,1,imnv,simulated
29.92,2.31,6.88,7.45,1.303,360.49,197.94,161.74,27.28,0,0,0,102,Thailand,Wet,1,2023,0.333,0.79,1,imnv,simulated
21.24,33.56,6.07,6.91,4.2,30.93,133.47,857.04,26.69,0,1,1,177,Indonesia,Wet,3,2020,0.675,0.54,1,imnv,simulated
27.33,3.98,8.57,8.97,3.964,469.59,102.82,724.08,28.46,0,0,0,89,Thailand,Dry,1,2022,0.546,0.69,1,imnv,simulated
27.12,4.95,7.61,4.94,2.372,112.85,66.38,4247.65,21.27,1,1,0,35,Vietnam,Wet,5,2018,0.451,0.58,1,imnv,simulated
33.56,20.78,6.17,2.34,3.333,349.28,65.69,2070.3,6.82,1,1,1,48,China,Dry,2,2018,0.81,0.73,1,imnv,simulated
25.78,31.7,7.44,6.61,4.437,50.02,42.67,2976.59,0.47,0,1,0,108,India,Dry,7,2021,0.456,0.28,0,imnv,simulated
34.49,8.95,8.18,5.16,0.234,19.84,55.84,3259.61,16.12,1,1,0,44,Indonesia,Dry,11,2020,0.301,0.32,1,imnv,simulated
33.51,9.84,8.48,8.07,2.958,296.09,145.9,4175.75,10.17,0,1,0,175,Thailand,Wet,9,2018,0.556,0.59,0,imnv,simulated
