water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,ems_ahpnd_outbreak,disease_type,data_source
30.35,10.77,7.85,9.6,1.82,370.62,26.43,310.27,5.83,1,1,1,84,Philippines,Dry,1,2020,0.274,0.98,1,ems_ahpnd,simulated
31.55,3.42,7.17,5.17,3.18,493.08,28.56,4018.15,11.92,1,1,1,79,Philippines,Wet,11,2018,0.549,0.93,1,ems_ahpnd,simulated
31.73,32.67,6.87,6.12,0.099,280.95,11.16,4240.76,14.35,1,1,1,165,Malaysia,Wet,1,2023,0.245,0.85,1,ems_ahpnd,simulated
31.45,8.53,7.38,8.61,2.692,299.19,37.03,2883.59,6.9,1,1,1,116,China,Dry,12,2020,0.365,0.98,1,ems_ahpnd,simulated
32.19,22.82,8.88,6.73,3.002,66.11,24.24,1458.53,10.58,1,0,1,124,Malaysia,Wet,4,2021,0.672,1.0,1,ems_ahpnd,simulated
20.71,3.87,7.55,2.67,0.977,218.93,121.22,1220.04,2.68,1,0,0,80,China,Wet,9,2021,0.361,0.89,1,ems_ahpnd,simulated
25.92,26.74,7.0,2.32,3.644,449.89,160.73,1713.33,1.02,0,1,0,60,China,Wet,10,2019,0.673,0.7,1,ems_ahpnd,simulated
30.9,14.18,6.37,3.91,4.074,119.65,192.14,533.34,23.9,0,1,1,109,Philippines,Dry,4,2018,0.725,1.0,1,ems_ahpnd,simulated
26.37,13.3,6.56,6.89,3.833,393.99,136.1,2300.32,4.26,1,1,1,109,China,Wet,2,2019,0.594,1.0,1,ems_ahpnd,simulated
20.75,13.94,7.75,2.45,0.149,382.83,137.97,1989.61,16.47,1,1,1,97,Vietnam,Wet,4,2022,0.31,0.99,1,ems_ahpnd,simulated
34.3,32.63,8.76,5.25,3.364,470.11,78.91,3286.48,25.17,0,0,1,34,India,Dry,12,2018,0.702,0.76,1,ems_ahpnd,simulated
32.66,23.98,6.64,3.44,0.108,445.23,104.43,2193.64,8.49,0,0,0,135,Philippines,Dry,6,2019,0.374,0.97,1,ems_ahpnd,simulated
30.87,9.51,6.38,5.2,2.538,305.09,148.77,3754.55,8.24,1,1,0,49,Malaysia,Wet,12,2022,0.629,1.0,1,ems_ahpnd,simulated
23.34,5.6,8.44,9.02,3.948,316.57,104.16,1796.22,13.55,0,1,1,126,India,Wet,7,2023,0.523,0.86,1,ems_ahpnd,simulated
29.24,1.91,6.08,5.91,2.359,120.03,105.96,2319.59,14.82,1,1,0,159,Malaysia,Wet,9,2018,0.635,1.0,1,ems_ahpnd,simulated
22.51,23.53,6.09,4.13,3.675,168.53,76.19,902.5,7.37,1,1,0,54,Thailand,Wet,9,2019,0.764,0.61,1,ems_ahpnd,simulated
31.64,24.01,7.37,8.41,3.243,131.99,107.07,2604.13,0.2,0,1,0,167,Thailand,Wet,12,2020,0.408,0.93,0,ems_ahpnd,simulated
35.0,8.03,8.11,6.72,4.354,383.23,95.77,3837.02,12.71,0,0,1,76,India,Dry,9,2022,0.544,0.91,1,ems_ahpnd,simulated
34.71,26.26,7.01,7.89,4.278,438.75,121.11,4637.17,18.96,0,0,1,85,India,Dry,8,2020,0.485,0.98,1,ems_ahpnd,simulated
29.46,32.75,8.07,5.96,0.204,390.35,157.62,4801.62,19.56,0,1,1,94,Indonesia,Dry,3,2022,0.252,0.8,1,ems_ahpnd,simulated
22.8,9.17,6.32,6.37,2.792,129.45,118.64,573.9,15.2,0,0,0,118,Philippines,Wet,9,2021,0.628,0.91,1,ems_ahpnd,simulated
29.02,8.99,7.14,6.4,1.398,41.38,71.24,2540.83,7.8,1,1,1,60,Thailand,Wet,7,2021,0.335,1.0,1,ems_ahpnd,simulated
21.95,31.65,8.53,5.38,4.659,15.94,188.39,1766.58,22.61,1,1,1,89,Indonesia,Wet,7,2022,0.659,0.96,1,ems_ahpnd,simulated
26.9,7.47,8.52,2.22,4.605,432.7,31.13,3414.06,4.99,1,1,0,121,Indonesia,Wet,10,2022,0.763,0.88,0,ems_ahpnd,simulated
32.86,10.44,6.8,7.68,2.724,174.04,123.63,2114.27,6.1,0,1,1,66,China,Dry,3,2022,0.497,1.0,1,ems_ahpnd,simulated
27.27,0.97,7.78,2.09,0.822,112.93,125.35,199.56,13.37,0,0,1,76,Vietnam,Wet,12,2019,0.402,0.69,0,ems_ahpnd,simulated
27.34,11.05,7.62,7.71,0.489,213.01,75.35,2013.7,22.34,1,0,1,48,Thailand,Wet,8,2023,0.151,0.67,1,ems_ahpnd,simulated
32.52,13.43,6.35,4.53,4.856,261.81,122.84,2067.62,19.52,1,1,0,53,Philippines,Dry,3,2022,0.707,1.0,1,ems_ahpnd,simulated
30.29,9.82,8.31,7.7,1.342,418.67,92.4,3596.04,1.36,0,1,1,102,Malaysia,Dry,11,2020,0.361,0.81,1,ems_ahpnd,simulated
32.77,32.53,7.53,4.52,4.66,145.09,170.97,1567.77,22.84,1,0,1,129,India,Wet,8,2021,0.521,1.0,1,ems_ahpnd,simulated
31.25,14.33,7.68,2.61,4.847,499.6,50.38,2999.27,3.9,1,0,0,81,India,Dry,3,2019,0.61,1.0,1,ems_ahpnd,simulated
29.88,29.38,7.56,6.81,1.496,143.27,118.41,394.71,28.95,0,1,0,149,Vietnam,Wet,10,2022,0.283,0.93,1,ems_ahpnd,simulated
34.32,3.26,7.43,7.34,2.14,462.94,143.9,3586.47,24.81,0,1,0,72,Thailand,Wet,11,2019,0.338,0.93,1,ems_ahpnd,simulated
26.71,1.25,7.72,5.01,4.947,213.35,153.04,845.73,29.75,0,0,1,133,Vietnam,Wet,4,2020,0.536,0.73,1,ems_ahpnd,simulated
32.0,29.34,8.86,7.79,4.589,211.92,185.46,1375.94,27.52,1,1,0,78,India,Dry,1,2021,0.634,1.0,1,ems_ahpnd,simulated
20.77,31.71,8.93,9.37,4.858,439.65,101.88,4858.61,7.01,0,1,1,172,Indonesia,Dry,2,2021,0.593,0.61,0,ems_ahpnd,simulated
27.13,26.97,8.53,7.51,4.773,175.22,187.28,3248.18,18.53,0,1,0,158,Philippines,Wet,9,2020,0.588,0.66,0,ems_ahpnd,simulated
25.39,20.64,6.36,7.04,2.147,117.92,49.02,2639.9,1.71,1,0,1,152,Thailand,Wet,3,2021,0.527,0.76,0,ems_ahpnd,simulated
20.14,1.71,6.06,9.23,3.534,34.99,118.54,1527.84,13.03,1,1,1,39,China,Dry,8,2019,0.599,0.86,0,ems_ahpnd,simulated
33.33,32.67,8.98,9.01,4.631,151.29,170.88,2986.45,1.62,1,1,0,85,India,Dry,11,2021,0.613,1.0,1,ems_ahpnd,simulated
33.52,3.87,8.6,4.2,0.021,46.41,37.67,3458.51,22.43,1,0,0,133,India,Dry,7,2019,0.379,0.8,1,ems_ahpnd,simulated
34.78,34.71,6.7,3.13,0.509,357.68,165.65,2241.99,0.93,1,0,0,50,Philippines,Dry,2,2019,0.419,1.0,1,ems_ahpnd,simulated
30.31,19.01,6.58,6.72,0.959,174.57,105.87,3400.56,7.49,1,1,0,106,Indonesia,Dry,9,2022,0.369,1.0,1,ems_ahpnd,simulated
21.69,7.58,7.7,8.3,0.743,380.88,115.19,872.98,22.87,0,1,1,108,Thailand,Dry,8,2022,0.173,0.52,1,ems_ahpnd,simulated
33.84,10.0,6.84,8.38,1.677,148.66,71.36,1041.58,8.85,0,0,1,40,China,Wet,3,2018,0.35,1.0,1,ems_ahpnd,simulated
24.49,21.49,6.35,7.4,0.063,234.86,28.63,4109.8,13.77,1,1,1,82,Malaysia,Wet,1,2018,0.285,0.5,1,ems_ahpnd,simulated
31.64,10.97,8.96,4.73,3.033,69.85,173.69,1228.18,6.44,0,0,1,177,China,Wet,8,2019,0.752,1.0,1,ems_ahpnd,simulated
24.68,19.93,7.43,9.6,0.817,79.5,182.49,1640.9,2.19,0,1,0,41,Thailand,Dry,6,2019,0.116,0.47,0,ems_ahpnd,simulated
27.66,8.25,6.94,9.48,0.672,242.23,13.21,4621.59,10.64,1,0,1,96,Thailand,Dry,8,2019,0.185,0.65,1,ems_ahpnd,simulated
28.62,29.17,7.67,3.04,4.183,452.57,82.25,719.15,11.93,0,1,0,58,Philippines,Dry,11,2020,0.594,0.65,1,ems_ahpnd,simulated
27.27,9.97,6.08,2.3,3.698,344.58,159.01,1733.88,8.2,0,1,0,92,Indonesia,Wet,3,2023,0.827,0.93,1,ems_ahpnd,simulated
20.16,13.48,6.05,4.9,0.291,385.41,28.82,4050.03,29.2,1,0,1,68,Philippines,Dry,8,2021,0.444,0.65,0,ems_ahpnd,simulated
23.93,19.53,7.67,4.49,2.887,181.76,50.32,3939.56,21.58,1,1,1,46,India,Wet,12,2019,0.533,0.73,1,ems_ahpnd,simulated
29.61,18.51,7.56,3.88,4.221,417.52,193.69,298.61,13.65,0,1,0,171,Malaysia,Wet,6,2023,0.547,1.0,1,ems_ahpnd,simulated
21.44,23.59,7.63,5.68,0.936,386.99,46.74,3465.57,10.23,1,1,1,54,India,Wet,5,2022,0.27,0.42,1,ems_ahpnd,simulated
32.0,29.25,6.11,8.78,1.022,80.5,14.13,1532.29,5.34,1,1,1,74,Philippines,Dry,2,2021,0.386,0.91,1,ems_ahpnd,simulated
24.58,2.88,8.58,3.45,2.516,333.56,185.51,3023.9,6.04,0,0,1,109,China,Dry,1,2022,0.678,0.83,1,ems_ahpnd,simulated
25.2,21.99,6.48,7.95,1.577,391.58,26.18,3939.92,13.88,0,1,1,165,Vietnam,Wet,7,2019,0.414,0.41,0,ems_ahpnd,simulated
21.91,0.61,8.07,3.19,1.637,212.81,17.75,3211.98,16.18,0,0,0,34,India,Dry,9,2022,0.504,0.48,0,ems_ahpnd,simulated
33.99,23.01,8.8,2.61,0.709,43.65,60.14,1074.2,23.25,1,1,0,54,Thailand,Dry,8,2018,0.542,0.82,1,ems_ahpnd,simulated
24.09,6.25,8.59,7.8,3.519,17.22,184.51,491.89,18.23,1,0,1,159,Thailand,Wet,2,2023,0.588,1.0,1,ems_ahpnd,simulated
30.41,29.3,8.56,9.02,0.116,350.07,30.38,4148.78,21.76,1,0,0,59,Vietnam,Wet,1,2020,0.222,0.9,0,ems_ahpnd,simulated
22.73,16.36,6.12,6.53,2.945,123.14,11.57,3120.72,2.84,0,1,0,53,Thailand,Wet,2,2020,0.673,0.51,1,ems_ahpnd,simulated
23.84,24.65,7.51,10.0,3.938,159.03,87.81,306.44,10.48,0,1,0,116,Philippines,Dry,8,2019,0.335,0.18,0,ems_ahpnd,simulated
23.42,14.6,6.55,9.39,2.365,490.28,151.23,1834.42,22.95,0,1,1,116,Thailand,Dry,9,2021,0.441,0.76,1,ems_ahpnd,simulated
30.97,6.7,7.94,9.44,1.351,17.55,129.84,3193.58,11.07,1,0,0,169,Indonesia,Wet,8,2021,0.242,1.0,1,ems_ahpnd,simulated
34.73,15.49,7.35,5.78,4.985,216.7,35.04,4563.1,2.14,1,0,0,102,Vietnam,Dry,1,2019,0.499,1.0,1,ems_ahpnd,simulated
33.82,25.69,6.7,5.12,0.72,250.3,71.16,4164.85,14.01,0,0,1,173,India,Dry,10,2021,0.376,0.6,1,ems_ahpnd,simulated
32.32,11.12,6.78,5.73,1.573,373.23,66.53,2671.98,7.76,1,0,1,101,India,Dry,7,2021,0.437,1.0,1,ems_ahpnd,simulated
31.57,20.89,7.03,6.68,3.483,53.77,166.65,2717.88,27.7,0,1,1,50,Indonesia,Wet,10,2019,0.522,0.98,1,ems_ahpnd,simulated
32.77,5.57,7.38,9.95,2.269,95.11,111.34,3063.41,24.81,1,0,1,35,Thailand,Dry,2,2019,0.274,1.0,1,ems_ahpnd,simulated
32.33,34.54,8.35,7.01,2.508,33.75,189.24,2410.57,18.17,1,0,0,44,Philippines,Dry,8,2021,0.52,1.0,1,ems_ahpnd,simulated
24.79,10.46,8.45,2.41,3.206,428.09,189.4,3203.64,0.78,1,1,1,131,Thailand,Wet,7,2018,0.745,1.0,1,ems_ahpnd,simulated
20.39,28.14,6.55,4.91,1.848,78.21,106.05,3864.72,17.91,0,1,1,36,India,Dry,2,2020,0.533,0.61,1,ems_ahpnd,simulated
22.6,9.39,6.36,9.74,3.883,52.07,95.08,769.75,28.36,1,0,0,175,China,Dry,4,2020,0.532,0.76,0,ems_ahpnd,simulated
22.92,1.96,8.03,3.28,0.622,422.47,196.71,1482.88,0.59,1,1,0,73,Vietnam,Dry,8,2019,0.381,0.77,0,ems_ahpnd,simulated
31.32,25.55,8.13,8.71,0.601,172.26,81.88,353.71,24.63,0,1,0,32,India,Wet,9,2022,0.215,0.55,1,ems_ahpnd,simulated
27.66,15.27,6.43,2.44,0.715,72.23,196.15,4503.86,27.31,0,1,0,42,India,Wet,8,2023,0.51,0.77,1,ems_ahpnd,simulated
30.68,17.23,8.04,2.83,3.782,216.64,123.96,4944.82,4.22,0,0,1,149,Vietnam,Wet,9,2020,0.662,1.0,1,ems_ahpnd,simulated
30.76,24.78,6.78,7.57,4.258,329.43,32.69,1798.56,3.3,0,1,0,50,Vietnam,Wet,2,2021,0.534,0.71,0,ems_ahpnd,simulated
20.88,24.1,8.08,5.28,3.596,241.97,87.81,2584.78,15.22,0,1,1,35,India,Dry,12,2023,0.587,0.31,0,ems_ahpnd,simulated
21.98,12.44,8.07,9.14,1.721,132.81,47.19,671.82,20.1,0,1,1,44,China,Dry,11,2020,0.315,0.46,1,ems_ahpnd,simulated
23.11,2.15,8.66,6.18,3.439,425.42,122.78,4804.13,1.69,1,1,0,155,Indonesia,Wet,12,2021,0.654,0.91,1,ems_ahpnd,simulated
24.7,20.36,8.53,8.63,2.538,269.48,154.54,1089.24,1.83,1,0,1,114,Indonesia,Dry,1,2021,0.499,0.96,1,ems_ahpnd,simulated
21.98,13.78,7.78,3.43,3.046,324.08,35.35,2903.26,13.35,0,0,1,166,India,Wet,11,2023,0.599,0.7,1,ems_ahpnd,simulated
21.45,3.57,8.14,6.27,2.139,130.53,47.49,4599.06,27.42,1,0,0,129,Indonesia,Dry,8,2019,0.469,0.61,1,ems_ahpnd,simulated
20.14,18.55,7.23,8.73,4.422,178.67,89.32,2754.5,0.98,0,0,0,85,China,Wet,10,2020,0.421,0.53,0,ems_ahpnd,simulated
22.9,10.48,7.25,9.81,0.798,39.35,40.74,3080.03,21.86,1,1,1,49,Indonesia,Wet,12,2021,0.137,0.57,0,ems_ahpnd,simulated
22.04,23.75,8.87,9.81,3.477,310.56,57.04,4912.32,15.76,0,0,0,158,Vietnam,Wet,8,2021,0.568,0.46,0,ems_ahpnd,simulated
22.68,0.57,8.43,2.67,4.606,38.38,189.88,235.79,19.25,0,0,1,135,Philippines,Wet,5,2022,0.733,0.93,1,ems_ahpnd,simulated
27.42,7.2,7.43,4.23,2.452,84.61,65.08,2312.59,28.52,1,1,1,174,China,Wet,5,2022,0.476,0.73,1,ems_ahpnd,simulated
34.87,24.04,6.13,2.55,3.655,449.85,27.63,2549.56,14.58,1,1,1,109,Vietnam,Dry,7,2022,0.81,1.0,1,ems_ahpnd,simulated
32.47,9.52,6.12,2.09,0.838,340.82,190.82,4846.33,28.19,1,1,0,72,Thailand,Dry,4,2021,0.587,1.0,1,ems_ahpnd,simulated
21.32,19.45,7.61,5.05,2.803,134.98,56.6,3208.79,14.22,1,1,1,111,Vietnam,Dry,10,2022,0.495,0.63,1,ems_ahpnd,simulated
23.33,3.54,7.44,9.84,3.036,25.62,105.4,1573.05,3.51,1,0,1,136,China,Wet,2,2023,0.349,0.98,1,ems_ahpnd,simulated
27.93,0.14,6.7,4.16,2.259,351.09,90.3,3780.59,18.06,1,1,0,160,Thailand,Dry,7,2023,0.579,0.51,1,ems_ahpnd,simulated
32.74,32.56,7.32,2.56,1.861,280.51,36.01,417.89,7.44,0,1,1,129,Indonesia,Wet,1,2022,0.485,0.8,1,ems_ahpnd,simulated
27.14,34.1,8.46,2.49,4.918,36.09,79.56,220.43,17.76,0,1,1,170,Thailand,Wet,3,2018,0.744,0.53,0,ems_ahpnd,simulated
34.13,0.84,8.52,7.86,1.199,479.6,108.96,3027.63,4.05,0,0,0,69,China,Dry,11,2022,0.375,1.0,1,ems_ahpnd,simulated
33.51,22.96,8.87,4.22,3.264,22.64,158.72,1334.93,22.61,1,0,1,84,Vietnam,Dry,8,2023,0.754,1.0,1,ems_ahpnd,simulated
34.36,22.09,6.64,5.02,4.831,296.41,61.95,813.05,24.57,0,0,0,138,Indonesia,Wet,9,2019,0.643,0.81,0,ems_ahpnd,simulated
29.63,7.68,8.24,3.27,1.894,386.62,185.58,3394.08,5.41,0,1,1,126,Thailand,Wet,6,2023,0.558,1.0,1,ems_ahpnd,simulated
24.58,9.52,8.72,8.56,1.095,311.58,162.97,4028.73,20.86,0,0,1,66,Indonesia,Dry,10,2019,0.373,0.86,1,ems_ahpnd,simulated
23.4,28.37,7.48,3.29,2.564,254.14,38.3,3827.85,6.61,1,1,0,36,China,Dry,4,2022,0.512,0.55,1,ems_ahpnd,simulated
26.58,12.87,6.25,9.52,1.718,385.04,122.88,1492.15,22.0,0,1,0,155,Vietnam,Wet,4,2022,0.415,0.81,1,ems_ahpnd,simulated
23.47,34.12,6.76,3.71,2.426,176.5,197.92,2292.22,18.98,0,1,1,53,Vietnam,Dry,2,2018,0.603,0.73,0,ems_ahpnd,simulated
34.62,11.55,6.34,8.88,2.101,173.17,82.43,3737.9,11.35,1,1,0,120,India,Dry,2,2021,0.464,1.0,1,ems_ahpnd,simulated
29.68,22.83,6.67,3.84,4.515,116.15,85.14,3884.93,19.6,1,1,0,61,Vietnam,Wet,5,2022,0.677,1.0,1,ems_ahpnd,simulated
31.62,24.74,6.73,4.08,0.39,116.51,46.59,3343.21,0.71,0,0,0,51,India,Dry,3,2022,0.369,0.55,0,ems_ahpnd,simulated
29.46,27.11,6.12,8.39,2.695,314.73,175.54,2825.8,22.37,1,1,0,30,China,Wet,10,2018,0.583,1.0,1,ems_ahpnd,simulated
26.2,9.93,8.89,5.26,1.142,297.47,126.01,4289.45,9.38,1,0,0,175,China,Wet,2,2022,0.517,1.0,1,ems_ahpnd,simulated
20.27,21.64,7.58,6.65,1.038,430.19,70.77,4096.1,7.34,1,1,0,62,Philippines,Wet,5,2022,0.24,0.53,0,ems_ahpnd,simulated
31.16,6.69,8.06,3.0,3.484,40.88,56.08,4697.82,0.39,1,1,0,81,Vietnam,Dry,12,2022,0.66,1.0,1,ems_ahpnd,simulated
33.7,33.82,6.21,2.78,2.79,190.08,177.97,3846.05,29.42,1,0,1,105,China,Wet,6,2021,0.766,1.0,1,ems_ahpnd,simulated
22.21,21.76,8.33,9.42,2.975,280.73,92.18,192.1,15.81,0,1,1,30,Vietnam,Dry,7,2019,0.488,0.31,1,ems_ahpnd,simulated
20.19,18.49,8.32,6.25,4.294,330.05,183.41,496.25,20.83,1,1,0,60,China,Dry,4,2020,0.595,0.96,1,ems_ahpnd,simulated
27.93,23.09,6.66,8.1,3.116,4.08,175.94,3705.97,4.84,0,0,1,61,India,Dry,1,2018,0.537,0.71,1,ems_ahpnd,simulated
29.32,17.22,8.24,8.73,3.119,473.99,145.36,939.95,3.79,0,0,0,122,China,Dry,7,2018,0.499,1.0,1,ems_ahpnd,simulated
32.77,20.98,8.42,4.42,2.411,13.07,188.26,3236.37,20.99,1,1,1,139,Malaysia,Dry,1,2018,0.607,1.0,1,ems_ahpnd,simulated
34.32,11.69,6.23,7.82,3.95,354.43,62.91,758.87,6.44,1,0,0,151,Thailand,Wet,12,2021,0.618,1.0,1,ems_ahpnd,simulated
30.18,0.45,8.83,8.49,0.98,409.73,195.43,2345.87,28.96,0,1,1,96,Philippines,Dry,8,2018,0.381,0.8,0,ems_ahpnd,simulated
31.69,33.1,8.94,7.98,4.385,107.07,88.89,4012.96,2.21,0,1,1,128,Vietnam,Dry,4,2021,0.641,0.66,1,ems_ahpnd,simulated
22.28,31.04,6.95,4.98,1.307,120.5,49.62,682.83,24.73,0,0,0,31,Vietnam,Wet,9,2021,0.404,0.46,0,ems_ahpnd,simulated
22.6,23.54,8.8,3.86,4.93,435.12,184.82,1749.94,12.88,0,1,0,63,Vietnam,Wet,3,2019,0.755,0.78,1,ems_ahpnd,simulated
21.14,4.26,7.91,9.62,0.706,447.03,79.02,4130.1,23.52,1,1,1,33,Malaysia,Wet,11,2018,0.159,0.42,0,ems_ahpnd,simulated
25.36,4.35,6.77,4.41,0.624,270.72,54.56,3124.19,24.98,0,0,0,55,India,Wet,7,2020,0.377,0.3,0,ems_ahpnd,simulated
27.76,26.8,6.45,8.64,3.324,365.64,100.34,3740.05,10.37,0,1,1,139,Thailand,Dry,8,2020,0.554,0.61,0,ems_ahpnd,simulated
31.96,13.15,7.93,6.41,3.927,292.86,81.83,1580.34,12.83,0,1,1,40,Vietnam,Dry,8,2021,0.525,0.73,1,ems_ahpnd,simulated
26.16,34.13,6.83,7.72,0.916,356.97,162.65,2392.28,7.3,1,1,0,40,Thailand,Dry,8,2019,0.289,0.65,0,ems_ahpnd,simulated
27.68,12.67,8.7,3.27,3.648,337.0,24.69,2476.81,20.26,0,0,1,137,Malaysia,Wet,6,2019,0.758,0.78,1,ems_ahpnd,simulated
29.83,22.27,8.94,8.48,4.128,67.25,161.1,2327.3,16.52,0,0,0,42,Vietnam,Dry,4,2020,0.624,1.0,1,ems_ahpnd,simulated
33.81,17.0,7.69,2.14,0.14,46.03,183.12,4216.71,26.45,0,0,1,45,China,Wet,6,2020,0.309,1.0,1,ems_ahpnd,simulated
32.02,29.18,7.46,6.46,0.254,99.94,123.2,1894.72,8.27,0,1,1,145,Malaysia,Wet,12,2020,0.153,0.82,0,ems_ahpnd,simulated
22.1,21.42,8.05,2.26,4.35,387.66,90.15,407.74,10.44,0,1,1,94,India,Dry,1,2021,0.683,0.43,1,ems_ahpnd,simulated
31.77,2.26,6.91,4.91,1.178,224.93,189.04,3779.58,14.78,0,0,0,175,Philippines,Wet,6,2020,0.399,1.0,1,ems_ahpnd,simulated
29.56,7.18,7.02,5.8,1.201,103.48,173.86,674.0,5.82,1,1,0,84,India,Dry,3,2021,0.353,1.0,1,ems_ahpnd,simulated
27.4,14.45,6.39,8.42,3.15,16.03,56.83,1262.85,11.87,0,0,0,141,China,Wet,1,2021,0.571,0.61,1,ems_ahpnd,simulated
29.09,9.4,7.15,5.45,0.222,167.62,154.11,3723.25,17.52,1,0,1,98,Philippines,Dry,11,2023,0.235,1.0,1,ems_ahpnd,simulated
25.46,1.53,8.37,5.51,3.494,440.81,89.14,946.99,28.33,1,1,1,107,China,Dry,5,2022,0.628,0.56,0,ems_ahpnd,simulated
34.96,33.51,6.13,7.07,3.062,216.93,14.76,2136.37,7.97,0,1,0,136,Philippines,Dry,4,2018,0.659,0.61,0,ems_ahpnd,simulated
32.99,8.69,6.6,4.58,3.981,267.05,61.07,1175.89,5.34,1,1,1,98,China,Wet,2,2022,0.664,1.0,1,ems_ahpnd,simulated
28.78,9.57,8.73,8.33,4.378,317.76,87.92,655.65,29.29,0,1,1,149,Indonesia,Dry,8,2023,0.594,0.81,1,ems_ahpnd,simulated
28.81,19.99,7.32,7.55,3.053,345.46,90.48,3379.14,29.78,0,0,1,142,China,Dry,1,2021,0.445,0.83,1,ems_ahpnd,simulated
29.25,25.26,8.85,4.12,2.75,446.1,93.2,1629.18,1.54,1,1,1,130,China,Wet,1,2018,0.727,1.0,1,ems_ahpnd,simulated
29.88,6.39,6.34,6.55,2.254,222.88,156.64,3500.96,9.1,1,0,1,172,India,Dry,7,2018,0.559,1.0,1,ems_ahpnd,simulated
21.04,10.86,7.24,4.66,4.988,173.41,36.74,1921.33,12.66,0,0,0,127,Thailand,Wet,3,2019,0.555,0.53,0,ems_ahpnd,simulated
33.82,23.2,7.5,5.08,2.433,171.91,33.24,2168.98,15.83,1,0,1,98,Malaysia,Wet,6,2019,0.434,1.0,1,ems_ahpnd,simulated
34.42,28.65,8.24,7.19,4.662,225.09,164.45,3091.1,13.4,1,0,0,64,Thailand,Dry,1,2022,0.55,1.0,1,ems_ahpnd,simulated
25.2,17.58,8.19,4.33,2.917,97.99,84.25,3199.78,27.8,1,0,0,86,Malaysia,Wet,5,2022,0.628,0.86,1,ems_ahpnd,simulated
26.99,2.41,7.53,6.99,4.721,464.77,30.61,2988.75,7.08,1,0,0,72,Philippines,Dry,2,2018,0.439,0.53,1,ems_ahpnd,simulated
22.78,7.87,6.24,8.98,1.554,408.85,120.58,2315.39,21.87,0,1,0,50,China,Dry,7,2018,0.417,0.71,1,ems_ahpnd,simulated
24.71,8.05,7.03,8.35,1.222,354.35,181.87,1456.69,25.25,0,0,0,167,India,Wet,2,2019,0.269,0.83,1,ems_ahpnd,simulated
24.39,31.43,6.79,9.93,2.256,416.58,43.93,1162.8,26.31,0,0,0,166,Philippines,Wet,7,2018,0.371,0.46,0,ems_ahpnd,simulated
28.98,21.93,6.59,8.01,0.739,135.83,25.13,1949.28,25.28,0,0,1,168,China,Dry,4,2021,0.3,0.6,0,ems_ahpnd,simulated
33.73,3.66,7.72,9.06,3.13,320.61,16.08,2504.79,2.23,0,1,1,119,Malaysia,Dry,6,2023,0.401,0.58,1,ems_ahpnd,simulated
33.26,8.17,8.93,9.42,0.251,75.03,139.72,2516.19,12.36,1,0,1,143,Indonesia,Dry,10,2023,0.286,1.0,1,ems_ahpnd,simulated
33.94,9.07,6.63,2.75,3.137,326.03,27.86,460.48,12.21,0,1,0,59,Philippines,Wet,3,2022,0.72,0.98,1,ems_ahpnd,simulated
23.62,32.72,8.64,7.41,1.373,72.39,181.92,1405.99,23.92,1,1,0,134,China,Wet,2,2018,0.429,0.91,1,ems_ahpnd,simulated
26.95,26.11,6.28,2.16,2.868,29.94,170.23,2428.5,13.29,1,1,1,121,Malaysia,Wet,10,2018,0.783,1.0,1,ems_ahpnd,simulated
34.29,16.89,7.7,3.53,0.346,114.83,89.47,1636.35,13.92,1,0,1,68,China,Wet,6,2019,0.287,1.0,1,ems_ahpnd,simulated
31.98,0.99,8.83,4.75,3.47,60.49,156.65,3519.45,2.23,0,0,0,74,Philippines,Dry,5,2023,0.73,1.0,1,ems_ahpnd,simulated
34.31,3.29,8.05,2.78,0.95,163.16,108.77,2327.49,26.03,0,0,0,72,Thailand,Wet,6,2023,0.438,1.0,1,ems_ahpnd,simulated
28.71,17.9,7.82,6.87,4.594,112.89,134.91,1678.9,9.77,1,1,0,136,India,Dry,12,2019,0.491,1.0,1,ems_ahpnd,simulated
20.14,30.36,6.7,3.57,3.899,341.01,169.38,2444.17,22.58,0,0,1,46,Malaysia,Dry,8,2023,0.681,0.83,1,ems_ahpnd,simulated
33.14,7.92,8.31,6.21,2.052,145.33,169.19,1583.99,7.93,1,1,1,119,Vietnam,Dry,1,2018,0.489,1.0,1,ems_ahpnd,simulated
34.87,30.32,8.86,6.87,2.217,424.13,44.71,1663.59,28.05,1,0,0,125,Indonesia,Dry,2,2022,0.577,0.96,1,ems_ahpnd,simulated
25.18,27.36,8.46,6.54,1.378,125.75,22.48,4608.39,26.46,1,1,1,177,China,Dry,3,2021,0.428,0.56,1,ems_ahpnd,simulated
24.96,27.19,8.62,3.51,4.062,431.52,38.31,243.12,25.61,0,0,0,64,Vietnam,Wet,10,2019,0.736,0.58,1,ems_ahpnd,simulated
34.56,34.76,8.95,2.86,0.743,442.87,56.9,1562.56,9.26,0,0,0,175,Indonesia,Dry,8,2018,0.562,0.67,0,ems_ahpnd,simulated
32.39,9.11,7.9,2.78,0.875,254.7,36.69,2874.65,24.55,0,0,1,145,Thailand,Dry,10,2020,0.405,0.79,1,ems_ahpnd,simulated
31.29,20.22,7.83,8.36,3.608,321.79,155.82,2370.05,4.29,1,1,1,142,Philippines,Dry,12,2018,0.443,1.0,1,ems_ahpnd,simulated
