water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source
31.99,24.79,8.24,2.09,2.844,69.58,161.93,3203.43,28.11,1,1,0,63,Philippines,Wet,12,2018,0.703,1.0,1,wssv,simulated
22.19,1.63,7.94,5.71,4.226,279.43,126.98,3701.58,7.62,0,1,0,67,Philippines,Wet,5,2018,0.55,0.57,1,wssv,simulated
33.51,28.4,6.99,9.97,4.423,401.42,14.38,4655.76,27.41,1,0,1,41,Indonesia,Dry,3,2019,0.419,0.93,1,wssv,simulated
26.28,12.55,6.9,5.82,2.256,402.32,141.59,3074.24,10.23,0,1,0,158,Malaysia,Wet,7,2021,0.49,1.0,1,wssv,simulated
23.89,1.23,8.7,4.63,4.205,215.71,35.56,2622.63,14.76,1,1,1,138,Malaysia,Dry,4,2018,0.712,0.68,1,wssv,simulated
34.38,14.58,6.38,9.42,4.217,11.52,26.76,578.67,21.81,0,1,0,101,India,Wet,8,2023,0.539,0.73,0,wssv,simulated
21.19,20.21,6.05,6.07,1.037,60.63,147.0,1356.12,29.84,1,0,0,175,Indonesia,Wet,10,2018,0.488,1.0,1,wssv,simulated
21.83,16.09,7.69,2.38,1.808,153.81,34.35,1272.91,10.75,0,1,1,85,Malaysia,Dry,6,2022,0.487,0.51,0,wssv,simulated
21.89,25.56,7.48,8.46,1.279,255.27,108.24,4091.99,15.86,1,1,1,68,Philippines,Dry,11,2020,0.197,0.87,0,wssv,simulated
28.02,6.49,8.66,6.2,0.824,268.26,10.31,3843.31,15.81,0,0,1,83,Thailand,Wet,9,2022,0.412,0.71,1,wssv,simulated
28.03,10.43,8.83,5.38,4.533,319.57,105.45,3092.98,11.98,1,0,1,98,Malaysia,Wet,6,2022,0.709,1.0,1,wssv,simulated
27.12,5.13,6.69,7.09,0.406,238.79,180.47,3450.03,21.27,0,1,1,167,Malaysia,Wet,2,2020,0.277,0.86,0,wssv,simulated
20.97,22.26,8.91,5.09,4.437,464.27,91.42,1683.83,3.61,0,1,1,95,Indonesia,Dry,10,2020,0.732,0.73,1,wssv,simulated
31.81,2.52,7.07,7.13,1.553,55.8,86.63,2694.0,12.8,0,0,0,119,Malaysia,Dry,2,2018,0.34,0.82,1,wssv,simulated
22.88,1.32,8.28,4.62,2.377,319.65,42.78,1475.83,3.79,1,0,1,72,India,Wet,9,2021,0.573,0.93,1,wssv,simulated
29.43,26.82,7.31,7.55,4.775,402.23,176.11,4857.06,8.24,0,0,1,171,Thailand,Dry,4,2020,0.447,0.87,1,wssv,simulated
23.63,27.81,7.58,5.2,3.734,52.16,75.72,1379.95,12.5,0,1,0,179,Vietnam,Wet,10,2018,0.507,0.32,0,wssv,simulated
27.27,9.36,8.24,9.92,3.165,68.89,35.85,3182.72,22.48,1,1,0,57,Philippines,Dry,9,2023,0.459,0.93,1,wssv,simulated
25.24,15.56,7.88,7.46,4.015,182.22,18.09,4907.46,26.38,1,1,0,172,Vietnam,Dry,8,2023,0.481,1.0,1,wssv,simulated
33.12,19.22,6.27,3.27,0.912,129.91,189.05,1916.82,14.33,1,1,1,30,India,Dry,6,2021,0.531,1.0,1,wssv,simulated
31.72,19.69,7.71,2.8,2.524,228.04,81.18,435.76,17.18,1,1,0,108,Philippines,Dry,4,2020,0.555,1.0,1,wssv,simulated
26.44,9.65,7.62,6.16,3.365,122.27,158.32,1748.09,17.11,1,1,1,141,Indonesia,Wet,10,2020,0.481,1.0,1,wssv,simulated
27.22,12.66,6.91,6.9,3.243,354.18,131.34,1599.0,29.52,1,1,1,56,Indonesia,Wet,3,2022,0.535,1.0,1,wssv,simulated
30.89,29.05,6.8,6.9,4.488,243.44,189.86,3500.27,8.95,0,1,0,122,Philippines,Wet,2,2021,0.553,0.93,0,wssv,simulated
29.96,3.84,8.85,7.15,2.312,429.4,155.63,3111.35,7.88,0,1,1,64,Vietnam,Wet,8,2020,0.577,0.98,1,wssv,simulated
25.05,8.91,6.67,4.16,4.832,316.94,68.71,2028.19,9.86,1,1,0,110,Vietnam,Dry,9,2019,0.666,0.93,1,wssv,simulated
25.59,19.34,8.5,7.39,2.91,483.98,75.36,3759.5,9.04,1,1,0,134,India,Dry,9,2019,0.577,1.0,1,wssv,simulated
23.94,22.41,8.33,5.28,1.192,370.83,134.49,4815.42,9.06,0,1,0,149,Thailand,Wet,10,2021,0.428,0.83,0,wssv,simulated
26.67,25.07,6.76,9.83,3.347,244.57,163.78,4120.52,7.37,1,0,1,111,Philippines,Wet,9,2018,0.462,1.0,1,wssv,simulated
27.49,9.92,8.14,5.22,0.613,12.7,125.61,2002.69,0.58,1,1,0,40,China,Dry,12,2021,0.334,1.0,1,wssv,simulated
25.75,20.05,7.94,6.6,2.444,216.24,123.5,4726.38,9.38,0,1,0,58,Malaysia,Wet,4,2022,0.458,1.0,1,wssv,simulated
31.56,32.32,7.27,5.21,1.25,499.11,160.21,2485.35,7.2,1,1,0,155,Thailand,Wet,3,2019,0.337,1.0,1,wssv,simulated
23.22,27.27,8.9,3.84,1.727,53.24,46.83,135.78,8.16,0,1,1,72,India,Wet,4,2022,0.631,0.52,1,wssv,simulated
32.77,32.3,6.94,7.7,3.636,207.02,156.04,4433.75,28.52,1,0,0,32,Malaysia,Dry,11,2021,0.503,1.0,1,wssv,simulated
32.07,27.1,7.31,4.92,4.069,194.92,14.79,953.12,25.49,0,1,0,150,China,Wet,2,2023,0.534,0.47,1,wssv,simulated
27.6,26.73,7.17,9.51,0.518,405.12,137.72,4788.88,23.9,0,0,1,72,Indonesia,Dry,2,2021,0.129,0.75,0,wssv,simulated
28.78,27.64,7.64,8.45,0.734,166.57,127.55,1600.06,29.3,1,1,1,99,India,Wet,4,2023,0.157,1.0,1,wssv,simulated
30.3,11.1,6.86,2.61,2.604,398.65,140.63,3362.09,22.94,1,0,0,127,India,Dry,1,2022,0.642,1.0,1,wssv,simulated
22.17,7.21,8.48,7.15,0.501,296.56,94.47,4760.98,12.87,1,0,1,157,Thailand,Wet,11,2021,0.314,1.0,1,wssv,simulated
20.42,2.61,7.99,3.95,1.215,133.48,21.34,577.49,5.54,0,0,1,32,Vietnam,Dry,8,2022,0.418,0.41,0,wssv,simulated
25.92,10.19,8.72,2.37,2.865,495.69,135.67,2467.53,3.25,0,1,1,66,Malaysia,Wet,8,2018,0.776,1.0,1,wssv,simulated
27.24,29.34,7.91,3.48,0.469,73.64,63.57,2665.41,15.48,0,1,0,158,India,Dry,4,2018,0.338,0.44,0,wssv,simulated
30.07,13.55,6.89,4.63,2.003,307.38,98.78,635.02,18.39,1,0,1,89,Philippines,Dry,5,2021,0.503,1.0,1,wssv,simulated
28.54,33.78,8.16,8.01,3.226,114.73,34.83,4090.32,29.94,1,0,0,171,Thailand,Wet,10,2022,0.51,1.0,1,wssv,simulated
25.96,19.07,7.74,5.72,0.054,138.64,32.39,1727.36,7.4,0,1,0,117,Vietnam,Wet,3,2018,0.189,0.7,1,wssv,simulated
26.35,25.72,8.27,6.4,2.55,183.42,62.51,151.28,25.95,0,0,1,169,Vietnam,Wet,11,2019,0.532,0.83,0,wssv,simulated
29.58,0.15,7.09,3.91,4.017,425.64,101.2,1756.55,7.61,0,1,0,36,Vietnam,Dry,1,2020,0.605,0.81,0,wssv,simulated
31.48,5.27,7.63,3.52,2.857,183.82,190.79,2956.24,14.47,0,0,1,146,Thailand,Wet,2,2021,0.555,1.0,1,wssv,simulated
30.49,6.73,7.04,6.0,4.538,446.63,67.66,734.89,27.3,1,0,1,53,India,Wet,4,2022,0.543,1.0,1,wssv,simulated
29.47,20.67,6.63,5.59,2.793,57.65,115.9,3843.42,12.11,1,1,0,32,India,Wet,5,2019,0.602,1.0,1,wssv,simulated
34.31,29.5,8.79,8.39,2.275,317.51,169.99,4229.52,19.17,1,0,0,88,Vietnam,Dry,10,2020,0.521,1.0,1,wssv,simulated
31.23,25.29,7.35,9.3,4.918,448.07,60.17,4354.58,3.49,0,1,1,166,China,Dry,5,2022,0.382,0.52,0,wssv,simulated
34.75,25.39,6.65,2.94,0.464,172.22,13.71,1770.44,8.69,1,0,1,179,Indonesia,Wet,7,2021,0.429,1.0,1,wssv,simulated
21.58,1.79,8.86,6.61,1.961,440.56,78.79,3400.69,10.53,1,1,0,161,Philippines,Wet,3,2019,0.558,0.78,1,wssv,simulated
28.65,10.36,7.01,9.55,3.402,379.11,120.19,3083.39,7.73,1,1,1,32,China,Wet,12,2021,0.43,1.0,1,wssv,simulated
28.96,32.28,8.86,7.74,2.039,109.24,35.12,2107.86,16.44,0,1,1,146,India,Wet,1,2021,0.529,0.73,0,wssv,simulated
23.08,19.78,8.48,3.15,1.114,234.22,44.91,3752.6,22.76,1,0,0,44,India,Dry,2,2020,0.515,1.0,1,wssv,simulated
28.96,6.03,7.98,2.26,2.698,450.5,184.09,1508.36,4.92,0,0,0,66,Vietnam,Dry,5,2020,0.638,0.91,1,wssv,simulated
31.81,28.5,8.67,8.68,4.76,188.92,197.13,1367.09,6.8,0,1,1,63,Vietnam,Wet,9,2021,0.572,0.98,1,wssv,simulated
24.85,4.92,6.92,3.09,1.718,241.2,168.58,261.73,11.48,1,1,1,103,Philippines,Wet,4,2020,0.518,1.0,1,wssv,simulated
34.43,22.11,8.29,6.16,0.049,83.36,76.51,1623.99,4.3,0,1,0,143,India,Wet,6,2019,0.265,0.61,1,wssv,simulated
20.45,19.5,8.91,5.39,2.65,480.29,113.43,234.32,5.41,0,0,0,61,Vietnam,Dry,1,2021,0.683,0.78,0,wssv,simulated
21.4,33.91,8.71,6.48,4.822,461.25,190.77,3900.86,19.85,1,1,0,162,India,Dry,2,2023,0.652,0.88,1,wssv,simulated
22.36,10.84,7.09,5.27,2.881,56.55,183.99,2929.44,9.29,0,1,0,90,Vietnam,Dry,9,2022,0.546,0.62,1,wssv,simulated
27.07,0.68,6.24,2.33,2.635,156.11,140.11,835.31,0.64,0,0,0,155,Indonesia,Wet,5,2020,0.758,1.0,1,wssv,simulated
24.13,17.44,6.41,8.92,0.341,434.22,61.12,2133.76,26.23,1,0,0,121,Vietnam,Wet,11,2023,0.256,0.96,1,wssv,simulated
23.79,5.98,6.15,8.94,1.991,240.64,182.62,1774.11,22.05,0,0,0,176,Indonesia,Wet,4,2019,0.482,0.73,1,wssv,simulated
23.24,18.72,7.93,5.41,3.978,432.21,73.76,4891.33,4.61,0,1,1,49,Indonesia,Wet,12,2022,0.558,0.57,1,wssv,simulated
29.51,0.24,7.09,7.78,2.827,248.18,196.43,4879.61,20.08,0,0,1,48,Philippines,Dry,2,2018,0.456,0.87,1,wssv,simulated
22.32,25.33,7.06,3.91,3.525,484.77,95.49,118.38,8.06,0,1,1,159,Vietnam,Dry,9,2020,0.61,0.56,0,wssv,simulated
29.47,13.02,6.97,3.0,2.147,105.51,124.83,2273.8,8.47,0,0,1,115,China,Wet,12,2020,0.56,1.0,1,wssv,simulated
34.92,33.71,8.74,4.39,4.054,413.36,120.74,876.41,3.91,0,0,0,75,Indonesia,Wet,8,2023,0.727,0.88,1,wssv,simulated
33.86,15.2,8.37,5.84,4.409,128.94,46.34,1598.01,18.89,1,1,1,162,India,Dry,7,2022,0.617,1.0,1,wssv,simulated
21.65,31.64,8.26,8.81,1.114,259.26,138.51,310.75,4.7,0,0,1,166,Malaysia,Dry,5,2023,0.29,0.63,1,wssv,simulated
27.06,30.25,8.88,7.01,3.605,283.81,11.8,422.5,20.97,1,0,1,136,Vietnam,Wet,7,2019,0.663,1.0,1,wssv,simulated
31.69,24.29,6.42,4.93,2.969,461.42,51.96,3931.26,6.93,0,1,0,55,Malaysia,Wet,8,2019,0.679,0.88,1,wssv,simulated
34.16,3.98,7.38,8.56,1.98,455.72,59.14,4804.01,9.85,0,0,0,163,Indonesia,Dry,4,2022,0.288,0.42,1,wssv,simulated
24.95,18.46,8.21,5.59,1.531,78.96,112.35,1287.55,23.82,1,1,1,153,China,Wet,6,2018,0.435,1.0,1,wssv,simulated
28.93,27.64,6.5,8.15,0.818,150.6,148.43,1257.76,9.73,0,0,0,174,Thailand,Dry,11,2023,0.319,0.76,1,wssv,simulated
24.51,15.86,6.2,8.73,1.559,72.82,105.62,1322.16,22.13,1,1,1,43,Malaysia,Wet,11,2019,0.432,1.0,1,wssv,simulated
26.01,17.24,6.43,7.64,0.306,216.43,190.57,4075.98,8.03,0,0,1,89,Malaysia,Wet,1,2022,0.291,1.0,1,wssv,simulated
32.81,25.88,8.02,8.92,3.956,344.44,43.16,2397.17,20.82,1,1,0,93,China,Dry,4,2019,0.456,0.78,1,wssv,simulated
27.22,9.7,6.75,9.19,3.396,25.24,197.29,2173.19,3.04,0,0,1,151,Indonesia,Dry,10,2023,0.485,0.93,1,wssv,simulated
22.86,28.66,6.47,3.93,1.734,162.1,23.8,336.17,7.46,0,1,0,37,India,Dry,6,2020,0.567,0.32,0,wssv,simulated
32.89,1.89,7.76,9.73,3.17,349.13,61.94,846.33,19.43,1,1,1,108,Thailand,Dry,10,2022,0.386,0.77,1,wssv,simulated
32.2,29.95,6.39,3.86,4.004,17.8,102.4,2632.68,17.59,0,1,0,119,Malaysia,Dry,12,2023,0.723,0.72,1,wssv,simulated
34.41,32.61,8.92,6.93,4.372,55.04,141.48,4305.78,9.42,1,0,1,140,China,Dry,9,2019,0.672,1.0,1,wssv,simulated
21.97,9.72,6.74,8.72,2.153,372.49,35.48,4275.16,20.14,1,1,0,110,Vietnam,Dry,8,2018,0.409,0.63,1,wssv,simulated
21.1,1.45,6.46,4.52,2.812,192.71,163.65,3371.46,12.6,1,1,0,108,Vietnam,Dry,7,2023,0.668,0.88,1,wssv,simulated
34.0,1.47,8.3,2.3,0.221,458.23,155.41,2146.23,2.88,0,0,0,154,China,Dry,10,2022,0.415,0.7,1,wssv,simulated
24.22,34.08,7.17,2.92,4.691,277.43,31.64,4837.74,14.19,1,0,1,137,Philippines,Dry,11,2020,0.624,0.81,1,wssv,simulated
28.87,11.69,7.2,6.45,3.793,190.1,43.46,267.95,14.38,0,1,0,30,Malaysia,Dry,11,2023,0.502,0.67,0,wssv,simulated
24.36,5.4,6.58,3.69,2.1,8.87,108.0,3663.04,21.36,0,0,0,132,Philippines,Wet,10,2022,0.597,0.82,1,wssv,simulated
34.83,12.99,7.92,4.77,1.42,274.31,88.21,4469.32,7.81,1,1,0,141,India,Wet,6,2021,0.402,1.0,1,wssv,simulated
28.42,26.7,8.68,2.67,1.522,215.55,76.71,3077.34,10.96,1,0,1,93,China,Dry,1,2022,0.61,1.0,1,wssv,simulated
29.84,7.33,8.8,2.13,0.162,174.74,168.63,1795.9,9.94,0,0,1,152,India,Dry,11,2018,0.497,0.9,1,wssv,simulated
25.68,24.06,7.44,6.74,0.804,207.84,80.52,2782.78,20.2,0,0,0,97,Malaysia,Dry,6,2019,0.208,0.9,0,wssv,simulated
24.35,11.24,7.97,9.97,1.479,496.28,106.38,3747.44,1.09,0,1,1,147,Vietnam,Wet,5,2019,0.244,0.82,1,wssv,simulated
25.88,0.46,8.4,8.18,1.244,109.88,137.54,234.74,17.41,1,0,1,70,Philippines,Wet,4,2022,0.349,1.0,1,wssv,simulated
27.38,34.08,6.83,5.5,2.841,480.89,88.43,4952.81,12.4,1,0,1,79,Indonesia,Dry,10,2022,0.577,1.0,1,wssv,simulated
22.35,11.79,7.36,4.62,2.021,2.09,34.21,283.04,6.73,1,0,1,127,Malaysia,Wet,2,2021,0.427,1.0,1,wssv,simulated
21.18,12.91,7.69,2.35,1.312,461.51,171.66,913.41,25.86,0,1,0,135,India,Wet,12,2018,0.432,0.86,1,wssv,simulated
21.72,6.29,7.74,5.9,2.767,385.66,102.32,3109.64,17.51,1,0,1,51,Indonesia,Dry,7,2021,0.484,0.97,1,wssv,simulated
32.44,28.36,8.57,4.25,1.515,7.41,40.41,4887.7,20.82,0,1,1,78,Malaysia,Dry,8,2019,0.538,0.43,1,wssv,simulated
21.15,12.84,6.68,2.59,4.178,54.94,111.27,3507.71,11.41,1,0,1,61,Philippines,Dry,10,2023,0.717,1.0,1,wssv,simulated
25.75,0.86,7.36,8.26,0.463,250.68,168.33,708.29,3.06,0,1,1,66,Indonesia,Wet,9,2021,0.133,0.8,1,wssv,simulated
31.66,10.13,8.91,3.76,0.392,46.62,153.57,2626.78,3.33,0,1,0,117,Thailand,Dry,6,2019,0.487,0.95,1,wssv,simulated
26.67,20.55,6.01,4.49,0.193,180.58,10.26,3749.72,23.77,1,1,0,105,Malaysia,Wet,4,2022,0.453,1.0,1,wssv,simulated
22.97,9.19,8.42,8.1,1.949,157.35,33.78,3846.4,13.73,1,1,0,146,Malaysia,Wet,4,2018,0.433,0.78,1,wssv,simulated
34.9,15.74,6.77,7.02,3.067,484.79,95.46,3060.92,6.89,0,0,1,103,Thailand,Dry,7,2023,0.554,0.98,1,wssv,simulated
21.06,29.17,6.05,3.34,3.795,225.46,54.41,420.3,19.38,0,1,1,131,Vietnam,Dry,1,2023,0.797,0.37,1,wssv,simulated
34.95,21.09,7.93,4.36,3.934,82.87,52.91,283.51,27.93,0,0,1,142,Indonesia,Wet,10,2021,0.593,0.82,1,wssv,simulated
28.42,27.12,7.91,8.53,2.955,254.38,108.19,2389.76,26.95,0,1,0,36,Thailand,Wet,1,2021,0.446,0.87,1,wssv,simulated
26.67,33.24,8.3,3.78,2.402,287.06,68.89,1066.63,6.06,0,1,0,58,Thailand,Wet,10,2018,0.608,0.77,1,wssv,simulated
26.35,1.82,6.11,6.93,0.851,46.41,64.46,522.04,29.15,1,1,1,144,Indonesia,Dry,4,2019,0.429,0.86,1,wssv,simulated
27.78,23.23,8.19,9.88,4.628,187.01,40.73,2880.98,3.27,0,0,0,122,Vietnam,Dry,5,2018,0.452,0.83,1,wssv,simulated
31.95,20.43,7.15,5.23,1.74,359.67,146.35,4790.5,18.4,1,0,0,146,Vietnam,Wet,12,2021,0.411,1.0,1,wssv,simulated
24.1,17.34,8.17,9.43,0.98,373.12,116.43,1810.08,15.78,1,0,0,152,Malaysia,Wet,8,2022,0.24,1.0,1,wssv,simulated
23.91,2.74,8.78,3.93,2.883,395.52,179.96,2459.86,18.27,1,0,1,31,Indonesia,Wet,11,2022,0.736,1.0,1,wssv,simulated
33.09,28.87,7.39,3.0,4.404,60.72,35.89,220.04,20.92,0,1,1,130,Indonesia,Wet,10,2019,0.585,0.61,1,wssv,simulated
28.94,0.55,8.82,7.3,3.142,163.83,102.34,4250.08,6.92,0,1,0,151,Malaysia,Dry,9,2023,0.643,0.78,0,wssv,simulated
25.96,26.16,8.89,4.9,0.631,416.88,133.2,1713.41,18.63,0,1,0,31,Thailand,Dry,11,2018,0.472,0.66,0,wssv,simulated
20.83,28.63,7.27,5.32,4.23,229.84,116.75,3960.13,29.04,0,0,0,89,Thailand,Dry,12,2023,0.528,0.52,0,wssv,simulated
22.1,26.73,7.59,4.42,4.858,416.1,128.65,3844.39,20.6,1,1,0,80,Malaysia,Dry,1,2018,0.534,0.82,1,wssv,simulated
23.94,4.37,8.03,9.55,2.331,314.05,129.34,2122.19,27.03,1,1,1,47,Philippines,Dry,2,2019,0.362,0.93,1,wssv,simulated
27.95,4.77,6.42,5.29,3.753,263.13,196.97,4127.54,3.65,1,0,0,37,Vietnam,Dry,5,2021,0.67,1.0,1,wssv,simulated
30.35,15.27,6.72,6.05,1.584,312.84,122.3,2127.75,13.87,1,0,0,67,Vietnam,Dry,10,2023,0.438,1.0,1,wssv,simulated
29.88,34.21,6.42,9.2,0.746,443.44,162.96,4044.71,27.35,0,1,0,148,Philippines,Wet,10,2022,0.29,0.81,1,wssv,simulated
32.68,5.79,6.56,3.48,3.075,380.81,59.05,3450.59,8.35,0,1,1,159,Thailand,Dry,5,2018,0.707,0.52,0,wssv,simulated
23.34,1.62,6.77,6.84,2.599,160.24,104.94,517.35,10.02,1,0,1,72,China,Wet,8,2022,0.516,1.0,1,wssv,simulated
20.78,32.28,7.73,7.5,0.079,364.87,191.36,4773.21,14.04,0,1,0,131,India,Dry,3,2019,0.13,0.3,1,wssv,simulated
27.63,2.54,8.39,3.4,1.597,328.95,121.99,4761.8,14.05,0,1,0,121,India,Wet,2,2020,0.546,1.0,1,wssv,simulated
29.65,5.11,8.16,4.16,0.427,32.2,138.33,4939.43,28.9,1,0,0,165,India,Dry,7,2020,0.352,1.0,1,wssv,simulated
26.95,15.09,6.31,4.92,2.778,365.14,40.47,1119.17,23.89,0,1,1,93,Thailand,Dry,3,2022,0.676,0.78,1,wssv,simulated
34.91,19.55,7.53,3.79,4.546,432.25,161.88,292.65,14.15,0,0,0,142,Vietnam,Wet,5,2020,0.545,1.0,1,wssv,simulated
22.24,0.09,6.4,2.51,2.246,11.25,66.04,2769.37,7.6,0,1,0,155,Philippines,Wet,11,2019,0.683,0.47,1,wssv,simulated
20.99,21.86,8.19,4.83,0.457,354.69,13.48,1880.82,2.42,0,1,1,62,Vietnam,Wet,4,2019,0.338,0.51,0,wssv,simulated
20.19,14.64,8.99,3.08,1.203,19.14,151.71,2691.84,0.08,0,1,0,100,Vietnam,Wet,4,2020,0.613,0.92,1,wssv,simulated
34.71,26.86,6.42,9.65,0.151,303.07,175.53,3576.37,6.63,1,1,1,172,India,Wet,4,2018,0.208,1.0,1,wssv,simulated
20.02,13.08,8.73,2.51,0.094,49.8,84.28,2943.4,0.13,1,1,1,171,Thailand,Dry,12,2020,0.465,1.0,1,wssv,simulated
27.35,10.48,7.74,5.3,3.466,257.86,121.41,1549.02,3.57,0,1,0,134,Philippines,Wet,12,2018,0.53,1.0,1,wssv,simulated
22.93,11.55,6.49,4.65,0.799,122.27,40.9,3337.23,29.39,0,1,0,146,Malaysia,Wet,5,2023,0.435,0.46,1,wssv,simulated
33.82,25.91,8.86,8.81,1.53,497.53,43.13,1765.33,26.11,0,1,0,57,Thailand,Dry,3,2020,0.436,0.38,0,wssv,simulated
24.79,24.0,8.5,5.7,3.521,276.08,43.66,297.85,2.47,1,1,0,90,Thailand,Wet,9,2020,0.643,0.98,1,wssv,simulated
27.61,24.73,7.78,2.94,2.718,33.7,178.88,4232.63,24.8,0,0,0,124,Malaysia,Wet,5,2023,0.584,1.0,1,wssv,simulated
25.47,30.77,6.14,7.89,1.763,203.38,71.02,2530.03,18.22,0,0,0,144,Philippines,Dry,12,2018,0.493,0.63,1,wssv,simulated
24.97,14.41,6.43,8.99,1.626,433.99,29.78,4986.87,0.02,1,1,0,57,Indonesia,Dry,2,2019,0.393,0.83,1,wssv,simulated
23.02,24.83,7.79,5.01,0.039,257.01,61.74,2219.85,22.45,0,0,0,156,Indonesia,Wet,12,2018,0.219,0.5,1,wssv,simulated
23.7,29.3,7.81,7.11,2.887,430.15,122.93,2386.06,19.0,1,1,0,86,Vietnam,Wet,9,2023,0.469,0.97,1,wssv,simulated
30.15,30.89,6.44,4.92,3.214,471.69,173.55,2609.3,15.38,0,1,0,177,India,Wet,4,2023,0.679,0.93,1,wssv,simulated
33.64,19.9,7.94,5.76,2.482,142.28,120.65,3097.43,23.49,1,1,1,148,Malaysia,Wet,5,2020,0.49,1.0,1,wssv,simulated
34.45,15.82,7.74,8.63,3.719,67.72,131.65,4638.63,8.54,0,1,1,120,Philippines,Dry,7,2023,0.419,0.82,1,wssv,simulated
32.0,9.07,7.02,7.22,2.577,460.45,107.99,4778.54,19.1,0,1,1,123,Philippines,Wet,9,2021,0.459,0.92,1,wssv,simulated
33.83,17.39,7.25,9.89,2.761,189.21,109.99,4980.39,6.54,1,0,1,83,Thailand,Wet,11,2023,0.352,1.0,1,wssv,simulated
30.3,16.31,8.87,2.75,4.606,318.41,46.73,3322.19,19.26,0,1,0,129,Philippines,Dry,4,2019,0.803,0.82,1,wssv,simulated
30.67,11.25,6.04,9.23,2.044,293.93,74.61,4774.28,9.99,0,0,0,52,China,Dry,7,2023,0.496,0.83,1,wssv,simulated
22.38,8.33,8.08,7.69,4.044,142.37,95.59,1386.16,20.7,0,0,0,92,Indonesia,Wet,2,2021,0.507,0.73,1,wssv,simulated
31.88,11.54,6.1,3.94,1.785,184.07,142.02,4934.8,1.26,0,0,0,135,Thailand,Wet,2,2020,0.634,1.0,1,wssv,simulated
34.62,9.29,8.8,4.88,1.37,235.05,84.41,3853.26,3.23,0,0,0,152,Malaysia,Dry,6,2021,0.54,0.73,1,wssv,simulated
31.02,3.62,6.46,8.95,4.532,270.51,55.0,3579.42,0.79,1,1,1,137,Philippines,Wet,11,2019,0.542,1.0,1,wssv,simulated
23.85,12.94,8.43,4.72,1.665,63.03,87.5,3557.89,12.86,1,1,1,167,Philippines,Wet,4,2019,0.516,1.0,1,wssv,simulated
27.32,30.02,6.58,7.79,0.309,339.19,88.1,243.24,5.34,0,1,1,66,India,Dry,11,2019,0.261,0.71,1,wssv,simulated
20.93,15.54,8.85,7.41,2.002,228.96,125.04,2215.16,28.16,1,0,0,117,Malaysia,Dry,1,2019,0.534,1.0,1,wssv,simulated
28.76,7.31,6.93,2.27,2.182,237.81,41.08,661.08,5.47,0,0,0,89,Philippines,Dry,10,2023,0.595,0.72,1,wssv,simulated
33.8,27.41,7.83,2.9,4.251,112.17,101.27,882.12,27.59,0,0,0,67,Philippines,Dry,8,2023,0.625,0.76,1,wssv,simulated
24.2,15.89,6.16,4.29,2.798,245.5,112.88,4456.78,23.68,0,0,1,79,Vietnam,Dry,11,2023,0.725,0.83,1,wssv,simulated
30.41,25.99,8.88,9.85,0.837,488.02,115.15,4517.53,7.76,1,1,1,65,Malaysia,Wet,7,2021,0.328,1.0,1,wssv,simulated
28.52,28.65,8.47,7.17,4.431,475.4,93.59,3504.4,7.71,1,0,1,148,Vietnam,Wet,8,2022,0.589,1.0,1,wssv,simulated
27.04,19.16,7.61,2.11,0.018,348.44,125.14,2141.21,14.36,1,0,1,52,Vietnam,Wet,9,2019,0.283,1.0,1,wssv,simulated
25.98,2.15,7.8,6.1,4.945,446.79,140.53,448.88,19.32,1,1,0,142,Thailand,Dry,4,2020,0.513,1.0,1,wssv,simulated
21.12,18.06,7.27,4.68,3.643,198.91,107.91,3995.0,2.23,1,1,1,150,China,Wet,2,2023,0.549,1.0,1,wssv,simulated
28.74,6.68,6.37,3.39,3.809,131.25,115.76,1868.72,29.49,1,0,1,34,Thailand,Dry,9,2022,0.742,1.0,1,wssv,simulated
28.34,18.28,6.01,7.62,2.356,346.07,158.09,3457.26,14.58,0,1,0,40,India,Wet,2,2023,0.589,1.0,1,wssv,simulated
20.82,28.95,6.17,3.81,2.123,273.99,80.87,2268.91,11.38,0,1,1,51,Malaysia,Dry,2,2020,0.664,0.62,1,wssv,simulated
33.9,19.97,6.0,7.41,0.255,53.07,115.5,1874.39,21.8,0,1,0,68,Indonesia,Wet,8,2022,0.365,0.86,1,wssv,simulated
31.44,21.94,8.11,6.94,0.164,5.98,138.17,3138.51,26.57,1,1,1,147,Malaysia,Wet,4,2023,0.222,1.0,1,wssv,simulated
26.33,20.83,8.25,5.61,1.546,415.71,41.73,841.6,19.89,1,0,0,102,Thailand,Wet,2,2020,0.443,1.0,1,wssv,simulated
30.78,15.43,6.12,8.35,3.4,183.19,181.09,4977.29,7.15,0,1,1,131,Malaysia,Wet,9,2021,0.618,1.0,1,wssv,simulated
30.14,13.19,8.75,8.7,1.601,248.2,26.8,3999.0,9.04,0,1,1,130,Philippines,Dry,5,2020,0.43,0.78,1,wssv,simulated
20.52,2.04,8.87,8.38,2.517,85.46,149.55,3401.82,13.33,1,1,0,174,Philippines,Wet,3,2019,0.562,1.0,1,wssv,simulated
31.47,11.11,8.92,7.89,0.546,450.68,27.2,4817.71,27.33,1,0,1,135,Malaysia,Wet,10,2022,0.368,1.0,1,wssv,simulated
