water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,yhv_outbreak,disease_type,data_source
26.85,28.83,6.54,9.04,2.382,127.72,168.37,2418.98,1.16,0,0,1,50,Indonesia,Wet,3,2020,0.457,1.0,1,yhv,simulated
23.78,14.19,6.16,4.8,3.833,35.6,187.42,3205.68,22.95,0,1,0,55,China,Wet,9,2023,0.73,0.96,1,yhv,simulated
34.07,27.4,6.78,2.31,4.426,282.68,187.93,830.84,26.79,0,0,1,175,China,Dry,6,2023,0.71,0.94,0,yhv,simulated
27.28,12.13,8.18,5.81,2.025,363.39,186.3,1003.31,26.18,0,0,0,84,Vietnam,Wet,11,2023,0.478,1.0,1,yhv,simulated
24.46,26.61,6.49,9.21,1.04,122.65,54.22,948.36,1.54,1,0,0,144,China,Wet,9,2023,0.31,0.86,1,yhv,simulated
24.8,34.09,7.38,9.26,3.435,476.81,177.08,4172.17,21.35,0,1,0,178,Indonesia,Wet,11,2021,0.378,0.69,1,yhv,simulated
33.86,5.07,6.58,3.16,1.834,168.57,119.27,4794.78,16.93,1,0,0,122,Vietnam,Dry,6,2023,0.585,1.0,1,yhv,simulated
30.46,13.66,7.7,6.72,4.541,386.92,168.54,4941.24,20.7,0,1,1,30,China,Dry,8,2019,0.476,0.99,1,yhv,simulated
34.8,9.42,8.21,3.71,2.014,437.1,97.86,4986.15,4.78,1,1,1,62,Indonesia,Dry,11,2020,0.552,1.0,1,yhv,simulated
22.51,4.39,8.39,8.36,0.395,222.3,159.21,1013.93,5.18,0,1,0,144,China,Wet,5,2022,0.247,0.62,0,yhv,simulated
34.51,13.98,8.21,7.0,1.609,138.67,122.24,1905.1,10.21,0,0,1,110,Philippines,Dry,8,2021,0.397,1.0,1,yhv,simulated
24.93,30.43,7.84,6.21,4.488,285.35,80.75,4741.79,27.99,0,1,1,124,Thailand,Dry,12,2020,0.516,0.19,1,yhv,simulated
24.48,8.64,8.99,4.76,1.129,351.81,100.55,1693.37,28.66,1,0,1,129,Malaysia,Dry,11,2020,0.548,1.0,1,yhv,simulated
25.59,18.4,8.73,6.61,1.831,475.26,73.11,1890.16,14.09,1,0,0,142,China,Wet,4,2022,0.521,1.0,1,yhv,simulated
30.43,3.09,8.17,2.28,1.522,352.82,116.18,3130.01,16.69,0,0,1,175,Philippines,Wet,6,2023,0.538,1.0,1,yhv,simulated
25.04,24.86,7.39,5.41,1.309,395.28,36.45,3573.18,18.62,0,0,0,75,Vietnam,Dry,12,2019,0.317,0.44,0,yhv,simulated
26.51,13.2,8.28,6.16,3.074,140.1,119.99,3964.66,15.03,0,1,0,120,Thailand,Dry,7,2021,0.591,1.0,1,yhv,simulated
20.73,22.33,8.19,2.31,2.992,323.66,45.63,1255.44,3.02,0,1,0,119,India,Dry,2,2019,0.704,0.515,1,yhv,simulated
27.78,8.08,7.91,8.77,1.013,139.46,128.39,4656.0,16.9,1,0,1,44,Malaysia,Dry,7,2023,0.222,1.0,1,yhv,simulated
26.07,6.89,8.75,5.33,4.526,399.17,93.62,4382.9,6.95,1,1,0,103,Philippines,Wet,3,2021,0.697,1.0,1,yhv,simulated
29.19,22.9,6.45,4.26,4.027,262.22,37.99,4075.06,19.72,1,1,1,38,Thailand,Wet,9,2023,0.7,1.0,1,yhv,simulated
33.85,33.8,6.93,9.23,3.938,17.24,46.6,1145.06,19.38,0,1,1,129,Thailand,Dry,7,2022,0.454,0.385,0,yhv,simulated
27.58,3.6,8.87,5.55,1.919,132.68,89.28,4905.19,4.41,1,1,0,74,Thailand,Wet,2,2022,0.59,1.0,1,yhv,simulated
34.45,17.78,8.83,9.81,2.432,217.15,52.11,1390.25,25.5,0,1,1,78,Philippines,Dry,12,2020,0.498,0.585,0,yhv,simulated
23.1,0.15,6.54,6.42,4.933,120.02,184.08,4311.02,24.36,0,0,1,116,China,Dry,3,2018,0.613,0.71,1,yhv,simulated
20.05,8.75,7.96,2.33,2.13,257.63,130.15,4039.85,2.39,0,1,1,55,India,Dry,2,2020,0.569,0.645,1,yhv,simulated
32.78,21.54,7.35,7.4,3.072,478.84,141.9,2027.41,18.23,0,0,0,56,Vietnam,Dry,8,2019,0.445,1.0,1,yhv,simulated
30.51,8.2,7.59,9.61,4.443,49.85,171.66,2790.62,13.66,0,1,1,151,China,Dry,4,2018,0.361,0.79,1,yhv,simulated
32.45,10.81,6.94,9.15,3.18,197.08,185.84,1779.77,7.8,0,0,0,47,Vietnam,Dry,11,2018,0.455,0.91,1,yhv,simulated
29.54,5.48,7.13,4.04,4.486,389.26,87.94,2973.98,26.96,0,1,0,107,China,Wet,9,2023,0.594,0.59,0,yhv,simulated
26.28,19.8,7.99,7.9,0.312,119.09,108.68,3236.76,27.28,0,1,1,66,Indonesia,Wet,3,2022,0.186,1.0,1,yhv,simulated
26.28,17.46,6.52,3.03,4.196,493.35,145.88,1389.48,14.02,1,1,0,146,Philippines,Wet,6,2018,0.729,1.0,1,yhv,simulated
31.49,2.63,7.43,6.27,1.715,295.02,199.46,2987.81,21.8,1,1,1,146,Malaysia,Dry,6,2021,0.327,1.0,1,yhv,simulated
31.34,18.63,7.52,6.83,4.615,140.56,122.79,1725.32,22.59,0,1,1,49,Philippines,Dry,11,2018,0.442,0.99,1,yhv,simulated
33.42,0.06,8.01,2.81,3.338,168.84,144.22,4685.39,0.51,1,1,0,71,Philippines,Wet,12,2020,0.658,1.0,1,yhv,simulated
26.93,32.45,6.47,9.1,1.572,491.02,141.99,3544.8,25.43,1,1,1,53,Philippines,Dry,4,2019,0.376,1.0,1,yhv,simulated
25.7,6.0,8.88,5.49,0.076,411.14,53.54,3658.04,23.07,0,1,0,103,Philippines,Dry,6,2022,0.389,0.07,0,yhv,simulated
30.52,4.24,7.24,7.55,4.967,113.21,115.42,1487.7,0.19,1,1,0,170,China,Wet,7,2023,0.458,1.0,1,yhv,simulated
33.71,9.7,8.14,6.57,2.936,80.5,98.03,4112.34,8.58,1,1,0,69,Malaysia,Wet,11,2022,0.547,1.0,1,yhv,simulated
30.9,28.18,8.57,8.73,3.914,121.62,67.34,2502.83,9.7,0,0,1,112,Thailand,Dry,7,2021,0.554,0.61,1,yhv,simulated
27.42,20.89,7.52,2.3,0.097,170.87,38.83,713.62,4.34,1,1,1,160,India,Wet,3,2022,0.271,1.0,1,yhv,simulated
24.81,21.86,7.26,4.72,3.894,2.02,70.75,1855.08,3.21,1,1,0,40,India,Dry,7,2021,0.549,0.69,1,yhv,simulated
30.62,13.3,7.79,4.86,4.71,324.53,40.6,2931.94,3.27,0,1,0,135,Malaysia,Wet,9,2019,0.553,0.79,1,yhv,simulated
27.52,1.49,6.52,4.01,4.494,258.51,194.01,1879.2,29.23,0,1,1,85,China,Wet,3,2021,0.696,1.0,1,yhv,simulated
23.6,11.09,6.28,3.25,4.947,361.17,161.96,1257.1,2.05,1,1,0,50,Vietnam,Dry,2,2018,0.762,1.0,1,yhv,simulated
23.8,33.46,6.43,7.77,4.615,347.53,92.98,390.09,20.98,0,0,1,111,Vietnam,Dry,7,2019,0.586,0.71,0,yhv,simulated
31.44,21.7,8.72,7.34,3.324,457.71,186.01,4531.69,10.64,1,0,1,109,Philippines,Wet,10,2022,0.625,1.0,1,yhv,simulated
24.79,14.86,7.53,8.6,2.171,258.34,162.46,580.58,19.94,1,1,0,31,Thailand,Wet,8,2023,0.293,1.0,1,yhv,simulated
31.08,5.18,7.74,3.51,1.052,467.87,102.44,4158.66,19.3,1,1,1,57,China,Dry,6,2019,0.373,1.0,1,yhv,simulated
26.28,24.89,6.77,5.62,3.319,128.59,139.23,4406.92,30.0,0,0,0,131,India,Dry,1,2021,0.601,1.0,1,yhv,simulated
33.55,8.73,7.14,7.99,4.14,320.17,184.77,3005.88,12.69,0,0,0,95,Malaysia,Wet,7,2018,0.46,0.915,1,yhv,simulated
27.67,21.2,6.66,2.33,3.63,448.57,58.43,1074.79,23.93,1,0,1,131,China,Wet,9,2021,0.729,1.0,1,yhv,simulated
21.95,4.54,7.38,9.97,0.596,101.55,76.04,1867.71,24.19,0,1,1,31,Philippines,Dry,12,2018,0.087,0.05,0,yhv,simulated
34.23,21.39,8.54,3.01,3.474,498.14,192.04,3117.53,8.41,1,0,1,76,Vietnam,Wet,11,2019,0.74,1.0,1,yhv,simulated
32.74,21.59,8.52,4.47,4.1,174.4,47.73,3568.11,15.72,1,1,0,180,Philippines,Wet,8,2023,0.688,1.0,1,yhv,simulated
34.2,31.72,8.29,4.85,1.719,31.13,102.15,4045.57,17.63,0,0,0,77,Thailand,Wet,3,2020,0.494,0.985,1,yhv,simulated
33.69,14.59,6.22,9.16,4.651,299.29,74.37,4555.1,17.2,0,1,0,159,Indonesia,Dry,8,2023,0.575,0.535,1,yhv,simulated
25.24,29.39,7.51,6.72,0.641,206.92,53.29,2003.83,23.33,0,0,1,146,Indonesia,Dry,11,2022,0.182,0.15,0,yhv,simulated
28.66,10.45,7.91,5.18,3.622,242.19,99.05,3962.73,14.4,1,0,0,166,Thailand,Wet,6,2021,0.562,1.0,1,yhv,simulated
24.3,8.36,7.46,8.49,2.816,223.96,31.22,3271.53,15.29,0,0,0,112,Thailand,Wet,5,2019,0.37,0.44,0,yhv,simulated
22.44,29.21,7.98,8.33,3.439,34.86,32.68,3114.03,9.36,1,1,0,89,Indonesia,Wet,6,2021,0.469,0.69,1,yhv,simulated
33.54,34.06,6.2,4.21,0.377,128.09,20.94,3231.03,3.4,0,1,1,121,Malaysia,Wet,12,2022,0.452,0.445,0,yhv,simulated
32.54,12.88,6.32,5.45,2.585,166.29,188.18,4132.19,10.99,1,0,1,83,Vietnam,Wet,7,2019,0.636,1.0,1,yhv,simulated
22.91,6.88,6.95,3.77,2.106,98.72,19.34,2466.2,27.31,1,1,1,74,Thailand,Dry,2,2019,0.533,0.715,1,yhv,simulated
28.86,0.35,8.45,5.12,2.153,382.19,119.13,2273.05,12.24,1,0,0,69,Indonesia,Dry,1,2023,0.56,1.0,1,yhv,simulated
23.47,12.39,8.85,7.81,4.196,472.6,56.63,1763.55,8.3,1,0,0,50,Thailand,Wet,8,2020,0.631,1.0,1,yhv,simulated
28.66,4.38,8.31,4.56,3.339,469.33,135.05,2819.36,23.26,1,1,0,62,Thailand,Dry,11,2023,0.65,1.0,1,yhv,simulated
20.75,13.94,7.25,3.72,1.076,9.84,61.51,2933.81,8.89,1,1,1,98,India,Wet,1,2023,0.371,1.0,1,yhv,simulated
21.71,30.67,6.36,6.05,0.357,332.01,40.19,2232.9,11.65,1,1,1,108,Philippines,Wet,3,2018,0.361,0.67,1,yhv,simulated
28.1,32.12,8.07,3.93,0.66,72.33,22.33,2822.18,9.65,1,0,1,110,Indonesia,Dry,9,2022,0.371,0.925,1,yhv,simulated
25.26,13.97,7.28,5.04,2.23,243.6,198.18,4406.0,23.18,1,1,1,121,Indonesia,Dry,2,2020,0.45,1.0,1,yhv,simulated
28.66,15.17,6.64,8.42,3.187,366.39,55.46,4154.29,21.36,1,0,1,39,Thailand,Wet,5,2020,0.529,1.0,1,yhv,simulated
25.92,30.0,8.2,3.79,0.605,140.79,190.38,319.62,20.66,1,1,0,41,Vietnam,Wet,4,2018,0.391,1.0,1,yhv,simulated
34.74,18.75,7.91,2.99,1.269,27.31,199.53,496.61,22.79,0,0,0,167,Malaysia,Dry,12,2018,0.443,1.0,1,yhv,simulated
21.92,25.23,6.82,8.69,0.972,121.03,88.42,4377.08,17.67,0,1,0,142,Vietnam,Wet,10,2021,0.265,0.27,1,yhv,simulated
33.43,24.49,8.62,2.28,0.144,469.77,149.28,3618.72,29.74,1,1,1,147,China,Wet,10,2019,0.46,1.0,1,yhv,simulated
20.27,19.22,7.01,5.67,2.772,198.59,24.65,2708.96,20.43,0,1,1,127,Vietnam,Dry,4,2022,0.534,0.39,1,yhv,simulated
31.34,11.91,8.44,9.53,4.153,130.86,162.64,2034.43,14.66,0,1,1,124,Philippines,Wet,5,2023,0.506,1.0,1,yhv,simulated
23.64,26.87,8.27,8.99,3.883,78.7,76.06,520.13,24.21,1,0,1,150,Indonesia,Dry,2,2020,0.495,0.71,1,yhv,simulated
21.12,16.6,8.04,9.35,1.042,421.63,19.6,2159.87,2.79,0,0,1,176,India,Dry,2,2021,0.227,0.56,0,yhv,simulated
22.86,14.32,8.18,7.18,2.985,135.95,39.59,793.76,3.27,1,0,1,166,Malaysia,Wet,3,2019,0.539,1.0,1,yhv,simulated
26.05,1.4,8.91,2.25,0.297,182.49,134.71,2913.89,13.2,0,1,1,164,China,Wet,8,2022,0.526,1.0,1,yhv,simulated
22.92,9.4,8.05,9.93,2.283,244.0,16.32,3638.03,16.92,0,0,1,171,Malaysia,Dry,11,2018,0.348,0.36,0,yhv,simulated
33.84,21.12,8.34,3.98,1.487,235.54,58.69,1537.45,23.38,0,0,0,110,Indonesia,Wet,8,2019,0.506,0.94,1,yhv,simulated
26.79,26.34,8.81,4.19,4.113,89.98,185.07,1124.97,1.71,1,1,1,148,Philippines,Wet,1,2018,0.745,1.0,1,yhv,simulated
27.73,7.5,8.47,4.61,3.855,55.99,64.72,872.64,22.78,1,1,0,140,Thailand,Dry,6,2019,0.675,0.81,1,yhv,simulated
32.4,8.17,7.16,3.72,0.276,495.96,180.95,175.44,2.13,0,0,0,106,Thailand,Dry,1,2020,0.297,0.805,1,yhv,simulated
30.22,4.3,7.76,9.74,1.929,253.54,174.73,4699.4,19.72,1,0,1,86,Malaysia,Dry,7,2018,0.266,1.0,1,yhv,simulated
34.28,16.29,7.55,3.3,4.037,370.05,49.49,1915.43,9.66,1,0,1,170,Indonesia,Dry,8,2020,0.565,1.0,1,yhv,simulated
34.63,31.22,7.38,7.19,0.111,398.77,130.45,2218.59,15.66,0,0,0,169,Malaysia,Dry,1,2019,0.126,0.575,1,yhv,simulated
20.29,7.64,7.89,7.04,1.045,359.24,13.14,1661.31,12.36,0,1,1,176,Thailand,Wet,10,2019,0.28,0.39,0,yhv,simulated
34.66,26.42,6.65,5.71,3.767,55.96,87.13,1101.35,14.02,0,0,1,62,Thailand,Dry,4,2018,0.618,0.485,0,yhv,simulated
23.75,22.76,8.03,8.89,1.374,395.81,181.88,1565.34,5.15,0,0,1,75,Philippines,Dry,5,2019,0.278,0.91,1,yhv,simulated
27.84,26.08,6.06,9.97,0.159,217.88,78.39,4767.97,21.83,1,1,0,133,Thailand,Dry,3,2022,0.259,0.67,0,yhv,simulated
32.4,27.4,6.75,7.56,3.977,59.07,21.54,3812.69,22.56,1,0,1,108,Vietnam,Wet,7,2022,0.54,1.0,1,yhv,simulated
22.9,7.03,6.57,4.39,1.701,81.01,170.18,1420.2,18.14,1,1,0,170,China,Wet,7,2022,0.531,1.0,1,yhv,simulated
30.32,12.72,7.88,3.32,0.86,392.71,196.9,3201.13,22.43,1,1,0,99,Philippines,Dry,3,2022,0.382,1.0,1,yhv,simulated
20.02,29.82,6.31,8.13,1.761,315.4,10.12,2728.6,5.47,0,1,0,36,Philippines,Dry,12,2023,0.456,0.21,0,yhv,simulated
21.28,13.04,8.62,2.16,2.608,487.31,110.5,4483.44,15.24,1,0,1,135,Vietnam,Dry,12,2018,0.738,1.0,1,yhv,simulated
30.83,18.56,6.53,3.81,3.061,77.65,24.91,544.59,25.84,0,1,0,114,Thailand,Wet,4,2020,0.701,0.965,1,yhv,simulated
21.57,0.31,7.67,2.21,2.255,223.1,149.88,2329.31,17.23,0,0,0,140,Malaysia,Wet,2,2021,0.539,0.895,1,yhv,simulated
33.35,33.01,7.26,8.87,4.123,328.64,86.66,3246.53,28.73,0,0,1,114,Malaysia,Dry,3,2018,0.411,0.415,1,yhv,simulated
22.09,8.87,8.12,6.94,1.188,139.53,126.45,2499.08,15.55,1,0,1,73,Vietnam,Wet,6,2022,0.337,1.0,1,yhv,simulated
24.52,17.66,8.63,6.16,0.208,206.51,144.65,1279.88,14.13,1,0,1,133,Thailand,Dry,9,2022,0.339,1.0,1,yhv,simulated
23.57,29.89,8.24,2.58,2.657,382.39,162.15,848.42,21.73,0,0,1,158,Vietnam,Dry,10,2020,0.666,0.815,1,yhv,simulated
21.09,34.74,6.61,5.53,0.104,496.95,137.11,3895.51,29.74,0,1,1,166,Thailand,Wet,1,2023,0.309,0.67,1,yhv,simulated
21.48,5.06,6.38,6.98,4.376,35.84,127.36,1089.82,17.35,1,0,0,104,China,Wet,4,2021,0.621,1.0,1,yhv,simulated
28.82,13.84,6.56,6.3,3.792,252.65,158.24,3272.45,16.7,0,1,1,125,Vietnam,Wet,5,2020,0.613,1.0,1,yhv,simulated
25.99,20.76,7.05,7.42,1.054,476.94,129.55,3614.19,10.26,0,0,0,53,Indonesia,Wet,10,2022,0.278,0.99,1,yhv,simulated
22.79,21.93,6.57,4.82,1.62,413.03,182.19,4292.27,16.22,0,1,0,160,China,Wet,4,2022,0.508,0.96,1,yhv,simulated
28.86,6.66,8.14,3.74,2.873,288.09,125.54,3100.51,6.66,1,0,0,148,India,Dry,12,2019,0.635,1.0,1,yhv,simulated
30.25,13.27,6.12,9.6,2.958,138.4,38.69,3502.65,29.25,1,0,1,85,Thailand,Wet,1,2022,0.572,1.0,1,yhv,simulated
20.5,8.38,6.82,9.15,2.537,359.65,118.15,4579.94,11.58,0,1,1,152,Vietnam,Wet,12,2019,0.424,0.81,1,yhv,simulated
29.46,7.06,8.24,7.45,1.873,358.83,152.09,4532.29,0.14,0,0,1,100,Thailand,Wet,9,2018,0.416,1.0,1,yhv,simulated
30.22,10.77,7.54,7.29,0.48,300.75,159.2,1279.0,17.68,1,1,1,107,Thailand,Wet,2,2018,0.15,1.0,1,yhv,simulated
24.32,32.49,7.84,9.51,1.293,219.18,132.91,1161.97,26.21,0,0,0,101,Vietnam,Wet,6,2021,0.217,0.79,1,yhv,simulated
21.02,14.03,7.43,6.42,4.125,95.79,131.0,3539.14,15.33,1,1,1,85,Thailand,Wet,7,2018,0.464,1.0,1,yhv,simulated
30.07,0.3,7.39,9.71,4.774,361.94,87.77,2257.8,9.31,0,0,0,141,Indonesia,Wet,12,2023,0.361,0.69,0,yhv,simulated
33.08,21.08,7.37,7.84,1.451,469.06,27.65,4679.81,23.76,0,0,0,49,India,Wet,11,2019,0.255,0.765,0,yhv,simulated
34.38,3.96,6.32,3.13,3.494,56.87,13.63,1666.68,0.24,1,0,1,120,China,Wet,2,2023,0.759,1.0,1,yhv,simulated
22.57,26.38,7.75,6.82,4.758,387.94,188.99,2788.73,22.78,0,1,0,97,Philippines,Wet,1,2022,0.481,0.69,1,yhv,simulated
20.47,28.87,8.95,7.56,0.175,378.08,144.38,3077.53,12.2,1,0,1,45,Indonesia,Wet,11,2020,0.342,1.0,1,yhv,simulated
24.9,12.64,7.66,5.2,3.901,336.63,23.76,2591.71,23.06,1,1,1,51,India,Wet,11,2023,0.52,0.94,1,yhv,simulated
29.69,14.53,8.12,7.03,3.179,27.31,26.78,1996.27,5.87,0,0,0,120,Indonesia,Wet,10,2021,0.536,0.96,0,yhv,simulated
28.27,18.5,6.9,8.89,4.675,313.33,160.15,1493.1,27.78,0,1,1,99,Philippines,Dry,4,2023,0.47,1.0,1,yhv,simulated
21.29,11.68,7.02,4.95,3.119,322.35,150.13,1634.46,24.72,1,1,1,146,Vietnam,Dry,10,2021,0.582,0.89,1,yhv,simulated
27.47,0.56,7.18,7.5,4.042,207.19,34.62,661.69,10.72,1,1,1,162,China,Wet,3,2018,0.47,0.99,1,yhv,simulated
34.2,28.79,6.02,3.14,3.483,350.12,23.21,2038.92,10.07,0,0,1,77,Vietnam,Wet,9,2023,0.809,0.79,1,yhv,simulated
28.18,7.45,8.42,5.79,3.429,168.83,25.83,1329.68,24.34,1,0,0,44,China,Wet,8,2021,0.627,1.0,1,yhv,simulated
27.64,22.03,6.86,5.41,0.067,313.59,85.74,1562.08,1.98,0,1,0,148,India,Wet,4,2021,0.267,0.72,1,yhv,simulated
23.1,12.72,8.65,5.46,2.125,499.09,35.14,1281.53,27.65,1,0,1,36,Malaysia,Wet,5,2023,0.579,1.0,1,yhv,simulated
32.08,25.55,6.58,7.82,0.989,274.99,167.47,3292.54,10.16,1,1,0,132,Indonesia,Dry,8,2021,0.336,1.0,1,yhv,simulated
30.11,31.48,8.04,3.16,4.413,245.42,103.68,935.62,26.79,1,0,1,175,Malaysia,Wet,5,2019,0.651,1.0,1,yhv,simulated
32.4,19.21,6.16,5.84,2.32,199.91,44.59,816.39,26.97,0,0,1,133,Malaysia,Dry,9,2019,0.62,0.81,0,yhv,simulated
33.8,4.58,8.59,6.17,2.31,253.46,144.03,2901.92,1.82,0,0,1,63,Malaysia,Wet,8,2018,0.566,1.0,1,yhv,simulated
25.65,0.07,8.79,7.86,4.565,486.36,99.0,288.16,21.86,0,0,0,108,China,Dry,12,2021,0.62,0.66,0,yhv,simulated
29.44,26.59,8.24,9.43,4.61,252.87,24.85,1816.75,12.44,0,1,1,38,Malaysia,Wet,8,2019,0.476,0.71,1,yhv,simulated
26.21,31.67,6.4,8.9,1.689,222.67,21.94,2740.68,22.13,0,0,0,39,Philippines,Dry,7,2023,0.408,0.56,0,yhv,simulated
31.22,32.43,7.57,5.06,4.552,9.01,187.25,3459.55,9.41,0,1,0,52,Thailand,Wet,1,2019,0.51,0.94,1,yhv,simulated
28.81,20.69,7.27,7.87,3.356,76.69,129.07,2037.9,9.57,1,1,1,157,Thailand,Dry,4,2021,0.443,1.0,1,yhv,simulated
33.82,22.82,6.53,5.18,0.011,19.5,147.73,1780.77,21.98,0,1,0,67,India,Dry,3,2019,0.324,0.745,0,yhv,simulated
31.77,12.61,8.49,7.33,1.581,459.47,101.12,2444.54,9.91,0,1,0,93,Philippines,Dry,1,2021,0.43,1.0,1,yhv,simulated
30.62,10.33,6.75,4.21,0.597,279.22,87.93,803.03,8.75,0,1,0,59,Philippines,Dry,6,2022,0.384,0.32,0,yhv,simulated
30.75,23.92,6.36,5.17,2.785,120.7,16.32,822.23,3.39,0,0,0,73,Vietnam,Wet,12,2021,0.66,0.96,1,yhv,simulated
27.01,25.83,7.52,4.9,2.956,407.95,192.47,2278.23,0.62,1,1,1,135,Philippines,Dry,11,2019,0.502,1.0,1,yhv,simulated
27.52,24.36,8.79,9.41,3.953,329.52,53.28,4955.32,7.71,1,1,0,88,Vietnam,Wet,2,2023,0.568,1.0,1,yhv,simulated
25.79,22.88,8.4,8.16,2.965,376.78,93.03,4373.32,29.59,1,0,0,96,Thailand,Dry,1,2023,0.541,1.0,1,yhv,simulated
33.3,32.85,6.52,2.65,0.797,494.32,36.29,2894.51,8.49,0,1,0,172,Indonesia,Wet,5,2021,0.497,0.5,0,yhv,simulated
29.04,8.68,7.04,3.37,3.708,442.57,147.72,3973.59,26.27,0,1,1,170,China,Dry,7,2018,0.631,0.895,1,yhv,simulated
33.0,9.04,7.43,5.74,4.067,89.57,36.45,4672.66,1.1,0,0,0,91,Vietnam,Dry,9,2022,0.487,0.49,1,yhv,simulated
29.82,2.74,7.97,9.42,2.528,281.17,57.01,4864.32,13.89,0,1,1,123,Philippines,Dry,12,2020,0.379,0.44,1,yhv,simulated
20.77,19.93,7.28,2.45,2.893,200.89,189.29,1281.88,23.09,0,1,0,66,Philippines,Dry,12,2018,0.61,0.795,1,yhv,simulated
32.05,22.24,6.76,7.51,0.128,243.39,88.21,388.49,21.49,1,1,0,102,China,Wet,6,2020,0.221,1.0,1,yhv,simulated
22.67,33.38,8.68,9.29,0.134,311.74,23.89,561.34,18.59,0,1,0,47,Thailand,Dry,8,2022,0.235,0.07,1,yhv,simulated
29.86,25.51,8.17,8.04,1.799,187.3,87.33,4395.36,26.33,0,0,1,53,Philippines,Dry,6,2018,0.377,0.61,1,yhv,simulated
22.07,4.18,8.55,8.94,3.566,261.25,44.02,3971.75,0.78,0,0,0,151,Malaysia,Wet,12,2023,0.544,0.51,1,yhv,simulated
23.26,25.79,8.93,2.57,1.822,389.33,50.73,4138.37,16.39,0,0,1,121,Vietnam,Wet,7,2021,0.688,0.665,1,yhv,simulated
30.31,5.64,8.51,5.67,2.641,183.81,52.03,2873.4,4.74,1,0,0,59,Vietnam,Dry,12,2023,0.606,0.91,1,yhv,simulated
34.94,10.35,8.76,8.43,1.254,281.67,143.53,4923.99,11.25,1,0,1,40,India,Dry,7,2019,0.402,1.0,1,yhv,simulated
21.45,22.09,7.19,5.52,4.175,414.61,47.0,274.51,8.78,1,0,0,78,Malaysia,Dry,8,2023,0.534,0.79,1,yhv,simulated
31.44,12.01,8.64,7.87,1.626,265.14,76.74,4812.76,20.53,1,1,1,117,Indonesia,Wet,8,2019,0.442,1.0,1,yhv,simulated
27.63,33.03,8.35,2.77,0.82,479.53,46.48,218.38,18.72,1,1,1,136,Malaysia,Dry,12,2021,0.474,0.825,1,yhv,simulated
34.33,4.18,8.24,8.28,4.776,334.15,198.95,4429.52,2.47,1,0,1,95,Philippines,Wet,4,2021,0.514,1.0,1,yhv,simulated
34.19,13.89,8.34,4.95,4.797,338.86,74.34,1299.68,16.01,1,0,1,125,Philippines,Dry,8,2021,0.642,1.0,1,yhv,simulated
28.31,8.82,7.94,9.67,1.865,283.21,131.18,3070.34,29.86,1,1,1,163,Thailand,Dry,4,2018,0.292,1.0,1,yhv,simulated
22.56,1.1,7.23,2.21,2.297,178.63,152.06,1216.64,10.46,1,1,1,177,Vietnam,Dry,1,2018,0.56,0.995,1,yhv,simulated
22.08,24.44,6.92,4.62,4.901,312.43,108.82,3499.82,23.37,1,0,1,58,Vietnam,Wet,9,2021,0.609,1.0,1,yhv,simulated
34.23,32.42,8.36,4.46,0.967,260.52,47.02,1275.15,13.92,1,1,1,151,China,Dry,3,2018,0.435,0.595,1,yhv,simulated
21.24,28.6,9.0,3.45,0.612,99.07,145.79,3463.01,7.21,1,0,1,179,Malaysia,Dry,4,2019,0.536,1.0,1,yhv,simulated
33.04,4.53,6.48,6.19,3.744,412.12,94.37,2614.12,17.54,1,0,1,148,Vietnam,Dry,3,2022,0.63,1.0,1,yhv,simulated
21.79,4.92,8.45,9.89,3.523,401.79,176.13,2834.79,2.36,1,0,0,142,Vietnam,Wet,7,2022,0.495,1.0,1,yhv,simulated
21.25,27.35,8.99,6.82,4.849,420.61,178.27,1989.22,13.29,0,0,1,88,Malaysia,Dry,4,2022,0.688,0.71,1,yhv,simulated
31.05,27.05,6.16,8.32,1.16,182.73,20.42,993.54,26.96,1,1,1,103,Philippines,Dry,3,2023,0.408,0.86,1,yhv,simulated
24.78,23.14,7.56,6.16,0.809,182.99,69.43,4733.39,8.98,1,0,0,165,Indonesia,Dry,7,2022,0.228,0.65,0,yhv,simulated
32.26,6.22,7.75,7.63,2.214,419.88,139.14,3263.89,6.5,0,1,0,112,India,Wet,4,2019,0.367,0.94,0,yhv,simulated
34.53,28.15,7.26,5.02,0.005,407.1,149.86,1976.78,9.91,1,0,1,141,Malaysia,Dry,5,2018,0.207,0.975,1,yhv,simulated
34.25,24.12,8.66,7.3,3.753,427.22,93.61,1450.91,25.26,1,0,0,160,Vietnam,Wet,8,2022,0.617,1.0,1,yhv,simulated
32.95,17.95,7.34,9.7,3.772,61.28,15.25,4419.67,20.97,0,1,0,172,China,Wet,9,2022,0.37,0.79,1,yhv,simulated
34.21,16.54,7.83,3.25,0.033,400.33,85.65,4109.17,22.19,0,1,1,174,China,Wet,2,2019,0.284,0.68,0,yhv,simulated
21.08,29.07,7.72,5.74,3.968,392.55,145.85,4121.71,7.91,1,0,1,105,Vietnam,Dry,8,2022,0.512,0.99,1,yhv,simulated
26.71,32.99,7.19,5.67,1.712,400.17,184.71,962.19,5.44,0,0,0,165,China,Wet,6,2018,0.386,1.0,1,yhv,simulated
