water_temperature,salinity,ph,dissolved_oxygen,ammonia,rainfall,stocking_density,pond_size,water_exchange_rate,disease_history,probiotics_used,antibiotics_used,culture_duration,country,season,month,year,water_quality_index,outbreak_probability,wssv_outbreak,disease_type,data_source,ems_ahpnd_outbreak,ihhnv_outbreak,yhv_outbreak,imnv_outbreak
20.67,25.52,8.42,9.5,2.288,400.3,194.16,4761.12,23.41,0,0,0,147,Vietnam,Dry,6,2019,0.424,0.64,,imnv,simulated,,,,0.0
33.3,21.48,6.98,3.39,1.706,329.1,197.4,4769.08,22.04,0,0,0,99,Thailand,Dry,3,2021,0.497,0.83,,imnv,simulated,,,,0.0
29.65,18.39,6.24,7.3,3.899,493.21,98.77,3096.26,16.62,0,0,1,55,Vietnam,Dry,6,2019,0.633,0.89,,imnv,simulated,,,,1.0
23.07,21.97,8.79,2.25,4.492,4.2,14.72,261.96,29.45,1,0,0,126,Philippines,Dry,4,2018,0.807,0.68,,imnv,simulated,,,,1.0
24.89,10.73,8.91,6.27,4.313,68.98,125.14,1875.81,5.11,1,1,0,131,China,Wet,7,2022,0.693,1.0,,imnv,simulated,,,,1.0
24.31,13.47,7.66,2.87,4.818,146.77,161.37,2829.71,27.42,1,1,1,141,Thailand,Dry,7,2018,0.598,1.0,,imnv,simulated,,,,1.0
30.9,27.6,8.08,9.79,3.831,407.74,100.18,1249.19,18.56,0,1,0,163,Indonesia,Wet,6,2023,0.437,0.84,,imnv,simulated,,,,1.0
30.9,27.98,8.05,4.63,2.546,384.82,49.49,2863.51,23.52,0,1,0,50,India,Dry,1,2018,0.554,0.49,,imnv,simulated,,,,1.0
20.1,18.44,6.94,9.0,1.607,140.05,155.13,2753.54,20.21,0,0,1,82,India,Dry,10,2019,0.305,0.69,,imnv,simulated,,,,1.0
22.48,33.27,6.82,4.04,4.091,399.61,26.03,665.87,15.28,0,0,0,157,Indonesia,Dry,7,2019,0.645,0.24,,imnv,simulated,,,,1.0
24.14,15.83,6.09,5.4,4.606,306.3,134.56,4114.87,18.4,0,0,0,155,Thailand,Wet,1,2020,0.722,0.94,,imnv,simulated,,,,1.0
21.58,3.99,8.28,4.55,2.736,413.26,164.89,3372.87,4.73,1,1,1,103,Malaysia,Wet,3,2020,0.616,0.74,,imnv,simulated,,,,0.0
20.35,1.59,8.52,7.71,0.604,375.41,43.15,3297.71,11.1,0,1,1,59,Indonesia,Wet,1,2023,0.313,0.17,,imnv,simulated,,,,0.0
34.71,2.54,6.5,4.0,4.319,105.94,13.36,4901.72,24.82,1,1,1,34,Vietnam,Dry,5,2019,0.7,0.49,,imnv,simulated,,,,0.0
33.5,25.98,7.99,4.47,2.017,448.02,107.88,1806.91,9.1,0,0,1,32,Malaysia,Wet,10,2019,0.49,0.83,,imnv,simulated,,,,0.0
29.53,32.35,8.78,4.69,1.302,1.43,188.34,2726.12,15.63,0,0,1,140,Indonesia,Wet,1,2021,0.535,0.84,,imnv,simulated,,,,1.0
24.47,30.62,6.73,3.23,2.85,75.68,163.46,2910.39,28.27,0,1,1,142,Philippines,Dry,4,2023,0.671,0.73,,imnv,simulated,,,,1.0
26.78,7.55,8.7,9.67,0.715,337.87,78.22,390.02,27.97,1,0,0,177,Vietnam,Wet,3,2021,0.29,0.87,,imnv,simulated,,,,1.0
23.93,0.05,7.2,9.1,3.132,454.15,35.56,4230.54,27.52,0,0,0,171,Thailand,Dry,1,2020,0.413,0.18,,imnv,simulated,,,,1.0
25.86,25.75,6.49,8.03,2.912,401.05,149.44,292.73,25.66,1,1,1,70,China,Dry,7,2021,0.558,0.99,,imnv,simulated,,,,1.0
30.87,23.43,8.5,6.4,2.78,444.03,170.16,2896.92,2.85,1,0,1,114,Malaysia,Wet,7,2019,0.596,1.0,,imnv,simulated,,,,1.0
26.1,16.45,7.8,2.81,0.951,354.01,40.05,1929.56,16.83,0,0,1,33,Philippines,Wet,3,2021,0.395,0.65,,imnv,simulated,,,,0.0
31.62,4.37,7.59,2.18,3.463,305.5,46.22,758.29,5.16,1,1,0,93,Indonesia,Wet,3,2018,0.609,0.57,,imnv,simulated,,,,1.0
24.36,24.19,8.51,2.1,4.02,69.21,91.24,2052.25,11.87,0,1,0,149,India,Dry,3,2021,0.765,0.83,,imnv,simulated,,,,1.0
24.9,3.76,6.27,7.26,4.227,172.09,44.6,1437.47,4.25,0,1,0,108,Thailand,Dry,1,2023,0.63,0.34,,imnv,simulated,,,,0.0
33.79,6.28,7.96,8.16,4.792,8.98,46.38,3753.72,2.5,1,0,1,159,China,Dry,7,2023,0.471,0.53,,imnv,simulated,,,,1.0
23.96,12.8,7.56,5.7,4.611,226.88,111.69,591.72,6.78,1,1,0,103,India,Wet,1,2019,0.487,0.78,,imnv,simulated,,,,1.0
29.85,0.93,6.91,4.74,4.587,170.46,83.07,1105.84,11.72,1,1,0,90,China,Dry,11,2019,0.607,0.79,,imnv,simulated,,,,0.0
21.42,20.27,7.08,2.82,4.34,268.1,118.15,3081.81,16.2,1,1,1,126,China,Dry,5,2020,0.643,0.82,,imnv,simulated,,,,1.0
30.58,32.88,7.87,2.3,1.134,98.75,179.87,3585.96,14.75,1,0,1,130,Philippines,Dry,11,2019,0.444,0.97,,imnv,simulated,,,,1.0
32.13,33.95,8.51,8.62,0.324,8.48,25.82,4805.75,4.61,0,0,0,81,Philippines,Dry,12,2018,0.25,0.22,,imnv,simulated,,,,0.0
28.14,10.15,7.64,5.42,4.652,236.42,144.25,3953.81,5.3,0,1,1,121,China,Dry,7,2019,0.509,0.73,,imnv,simulated,,,,1.0
24.36,21.07,7.22,4.29,0.186,483.09,110.49,265.84,4.18,1,1,1,32,China,Dry,12,2020,0.258,0.81,,imnv,simulated,,,,1.0
22.37,27.29,7.41,2.63,2.116,25.21,156.87,2970.61,19.54,0,0,1,65,China,Wet,9,2020,0.496,0.82,,imnv,simulated,,,,1.0
27.69,16.94,8.6,3.85,3.068,434.01,49.09,3739.59,24.06,1,0,0,97,Vietnam,Wet,10,2023,0.722,0.98,,imnv,simulated,,,,1.0
21.46,18.77,6.72,8.67,3.033,288.22,91.7,3465.47,16.64,0,1,1,123,Indonesia,Wet,10,2021,0.508,0.69,,imnv,simulated,,,,1.0
26.25,19.87,8.37,6.86,2.866,220.93,32.39,2870.93,10.97,1,1,1,179,China,Dry,9,2020,0.568,0.74,,imnv,simulated,,,,1.0
25.31,6.35,8.98,3.92,3.407,29.47,47.17,4205.9,5.65,0,1,1,118,India,Dry,9,2019,0.783,0.48,,imnv,simulated,,,,1.0
26.22,15.95,7.71,2.31,3.125,339.38,19.39,1861.46,29.19,0,0,1,168,Thailand,Wet,5,2021,0.625,0.77,,imnv,simulated,,,,0.0
24.33,27.37,7.28,7.36,2.465,310.29,21.05,2031.27,20.46,0,0,1,175,India,Wet,10,2019,0.399,0.68,,imnv,simulated,,,,1.0
22.6,34.44,8.92,2.52,4.746,224.39,11.42,989.62,29.79,1,1,0,51,China,Dry,3,2022,0.819,0.43,,imnv,simulated,,,,1.0
20.37,30.63,8.73,9.07,3.685,56.99,174.12,3169.56,11.39,1,1,0,176,India,Dry,10,2020,0.569,0.59,,imnv,simulated,,,,0.0
23.48,8.3,9.0,6.62,1.782,106.95,147.01,2434.61,14.69,0,0,1,88,India,Dry,11,2021,0.561,0.54,,imnv,simulated,,,,0.0
29.03,20.48,6.88,3.9,1.45,319.59,158.89,3161.7,7.03,0,1,1,32,Philippines,Dry,2,2019,0.468,0.88,,imnv,simulated,,,,1.0
34.51,2.71,7.8,2.66,4.691,200.74,83.53,2446.62,8.24,1,0,0,34,China,Dry,5,2018,0.628,0.82,,imnv,simulated,,,,1.0
26.49,32.79,7.06,5.29,4.667,452.5,59.78,1054.36,27.74,1,1,1,71,India,Wet,4,2018,0.564,0.63,,imnv,simulated,,,,1.0
32.72,29.2,7.36,7.49,0.777,445.01,50.46,3485.47,19.75,1,1,1,34,Vietnam,Wet,12,2020,0.193,0.41,,imnv,simulated,,,,0.0
26.95,11.86,6.52,5.4,3.454,38.16,179.81,4807.64,10.9,0,0,0,95,Vietnam,Dry,10,2020,0.65,0.84,,imnv,simulated,,,,1.0
27.16,20.59,8.13,2.91,0.104,436.81,103.62,181.43,24.39,1,0,1,103,India,Dry,3,2021,0.353,1.0,,imnv,simulated,,,,1.0
30.97,0.35,6.21,9.01,3.394,495.1,86.63,2125.36,12.86,0,1,0,155,Vietnam,Wet,3,2023,0.581,0.69,,imnv,simulated,,,,1.0
28.59,17.65,6.54,5.86,4.87,75.9,94.8,1468.96,21.23,0,0,1,160,Vietnam,Wet,10,2020,0.631,0.99,,imnv,simulated,,,,1.0
26.92,15.82,7.21,7.66,3.499,141.76,131.41,2936.98,18.49,0,1,1,166,China,Wet,9,2018,0.46,0.83,,imnv,simulated,,,,1.0
31.88,4.51,8.45,8.12,1.147,46.68,162.41,4902.44,26.15,1,1,0,123,Philippines,Dry,3,2019,0.348,0.69,,imnv,simulated,,,,1.0
30.93,28.35,7.5,2.89,0.998,194.82,181.79,3559.45,28.41,0,1,1,96,Vietnam,Dry,9,2023,0.348,0.55,,imnv,simulated,,,,1.0
20.61,0.3,7.54,2.84,1.556,54.75,94.04,428.52,14.49,0,1,0,126,China,Wet,5,2018,0.418,0.52,,imnv,simulated,,,,0.0
20.56,7.81,8.4,2.57,1.143,231.92,32.09,3213.49,14.55,1,1,1,120,Malaysia,Wet,7,2021,0.525,0.58,,imnv,simulated,,,,0.0
27.63,21.61,6.25,8.79,0.247,254.31,183.08,3683.92,3.48,1,0,1,79,Thailand,Dry,9,2022,0.276,0.97,,imnv,simulated,,,,1.0
33.19,19.33,8.7,3.45,0.21,289.0,101.1,4331.68,24.54,0,1,1,86,India,Dry,11,2018,0.442,0.66,,imnv,simulated,,,,0.0
30.65,3.11,6.6,4.64,1.624,249.41,56.19,3419.96,14.95,1,1,0,69,Indonesia,Wet,11,2023,0.509,0.64,,imnv,simulated,,,,1.0
22.4,30.13,6.13,4.81,3.203,75.37,195.88,3481.68,29.24,0,0,1,140,India,Wet,6,2021,0.735,0.64,,imnv,simulated,,,,1.0
26.84,18.71,6.19,7.11,1.985,4.58,174.57,795.27,24.95,0,0,0,62,China,Wet,6,2023,0.535,0.94,,imnv,simulated,,,,1.0
33.1,23.87,8.59,8.15,2.47,119.02,166.35,3634.88,17.33,1,1,1,117,Vietnam,Dry,6,2019,0.518,0.89,,imnv,simulated,,,,1.0
30.45,7.92,8.12,8.19,2.424,137.84,129.25,1136.92,4.72,0,1,1,53,Philippines,Wet,6,2018,0.433,0.74,,imnv,simulated,,,,0.0
25.31,22.5,7.84,3.16,1.726,447.24,26.63,385.39,9.38,0,1,0,172,Vietnam,Dry,7,2023,0.476,0.52,,imnv,simulated,,,,0.0
27.17,25.81,6.67,7.13,3.951,437.36,35.62,2432.79,26.91,0,1,1,31,India,Wet,11,2021,0.567,0.64,,imnv,simulated,,,,1.0
31.32,34.06,7.06,6.21,4.769,91.09,169.59,4355.08,21.09,0,0,1,49,Thailand,Dry,9,2022,0.533,0.58,,imnv,simulated,,,,1.0
31.17,1.58,6.57,2.41,3.343,130.46,122.94,1895.57,4.73,0,0,0,61,Thailand,Wet,9,2018,0.741,0.78,,imnv,simulated,,,,1.0
25.16,11.31,7.32,8.25,3.822,0.12,42.8,4982.75,14.21,1,0,0,72,China,Wet,9,2022,0.422,0.83,,imnv,simulated,,,,1.0
30.87,22.1,8.69,9.47,0.665,16.26,189.04,4156.19,7.41,1,0,0,173,China,Wet,12,2018,0.29,1.0,,imnv,simulated,,,,1.0
26.58,29.73,7.3,6.69,0.996,386.25,154.85,2418.43,15.13,0,0,1,120,Malaysia,Dry,10,2022,0.254,0.56,,imnv,simulated,,,,0.0
32.21,21.62,8.65,8.81,3.89,13.25,62.17,2767.95,7.19,1,1,0,143,Thailand,Dry,9,2023,0.565,0.59,,imnv,simulated,,,,1.0
34.21,25.26,8.37,8.97,3.422,32.35,106.76,1380.24,16.63,0,1,1,163,India,Dry,1,2020,0.513,0.69,,imnv,simulated,,,,1.0
24.93,31.52,8.01,2.41,2.098,387.07,152.49,625.34,4.77,0,1,1,81,Thailand,Dry,11,2020,0.571,0.73,,imnv,simulated,,,,1.0
32.24,34.73,6.5,3.89,1.422,108.25,137.58,1033.26,21.98,0,1,1,72,China,Dry,7,2018,0.528,0.63,,imnv,simulated,,,,1.0
29.66,28.28,8.94,2.3,4.186,40.21,32.69,145.42,8.56,0,1,0,38,Philippines,Dry,9,2021,0.83,0.43,,imnv,simulated,,,,0.0
24.14,1.3,8.61,4.78,2.813,416.49,97.85,4947.59,17.67,1,1,0,71,Thailand,Dry,6,2018,0.672,0.79,,imnv,simulated,,,,1.0
33.03,33.42,6.62,3.27,4.69,247.03,108.75,3465.47,1.39,1,0,1,103,Philippines,Wet,3,2021,0.704,1.0,,imnv,simulated,,,,1.0
33.39,21.95,8.81,7.13,3.843,272.26,105.81,481.83,10.02,1,1,0,87,Malaysia,Dry,10,2021,0.647,0.84,,imnv,simulated,,,,1.0
34.66,23.36,7.91,3.81,1.376,289.04,140.96,2130.55,5.87,1,0,0,153,China,Dry,7,2021,0.428,0.97,,imnv,simulated,,,,1.0
30.39,25.9,8.43,5.25,4.87,475.66,80.91,2468.26,28.74,1,0,0,119,India,Wet,3,2023,0.647,1.0,,imnv,simulated,,,,1.0
32.66,10.79,7.27,6.73,4.412,203.12,190.05,3898.38,18.74,0,0,0,156,Vietnam,Wet,10,2023,0.481,0.78,,imnv,simulated,,,,0.0
21.8,20.93,7.26,2.48,0.253,229.39,41.47,2263.03,16.75,1,1,1,33,Indonesia,Dry,4,2018,0.319,0.45,,imnv,simulated,,,,1.0
26.57,32.57,8.45,9.93,0.216,99.87,120.92,4210.46,9.16,1,1,1,47,Malaysia,Wet,7,2022,0.185,0.82,,imnv,simulated,,,,1.0
21.64,15.19,8.7,8.37,3.475,495.16,135.74,4942.77,10.73,1,1,0,35,Malaysia,Wet,2,2020,0.588,0.84,,imnv,simulated,,,,1.0
30.96,25.86,7.85,7.89,0.664,256.99,122.0,135.79,6.09,0,0,1,150,India,Wet,2,2018,0.202,0.81,,imnv,simulated,,,,1.0
31.67,14.11,6.96,3.99,4.376,99.85,193.58,2308.15,18.34,0,0,1,80,Vietnam,Wet,2,2023,0.624,0.98,,imnv,simulated,,,,1.0
28.62,18.93,6.97,3.73,4.75,299.44,95.07,2907.86,0.58,0,0,1,164,Thailand,Dry,11,2023,0.631,0.98,,imnv,simulated,,,,1.0
25.03,22.63,6.6,6.15,4.43,242.26,158.19,3480.16,9.87,1,0,1,59,Thailand,Wet,6,2022,0.612,1.0,,imnv,simulated,,,,1.0
21.93,27.14,7.94,3.24,4.921,63.7,105.51,1402.17,27.79,1,0,0,159,Philippines,Wet,3,2021,0.632,0.97,,imnv,simulated,,,,1.0
24.05,25.45,8.59,2.23,3.672,115.63,14.49,4585.7,0.7,1,0,0,174,Indonesia,Wet,12,2019,0.774,0.98,,imnv,simulated,,,,1.0
21.75,33.35,6.6,2.92,3.852,238.11,47.86,3159.22,17.66,1,0,1,98,Thailand,Dry,4,2023,0.719,0.58,,imnv,simulated,,,,1.0
20.36,0.48,6.38,9.87,4.785,158.58,146.8,2238.44,8.54,0,1,1,87,India,Dry,12,2023,0.524,0.44,,imnv,simulated,,,,0.0
25.26,6.96,8.3,3.29,0.792,192.07,125.69,2317.95,28.89,0,1,1,126,Indonesia,Dry,4,2023,0.445,0.61,,imnv,simulated,,,,0.0
28.2,27.89,6.23,3.06,1.8,124.32,80.47,696.6,26.4,0,0,1,62,Indonesia,Dry,6,2020,0.643,0.98,,imnv,simulated,,,,1.0
27.45,26.52,6.21,3.15,1.646,419.5,194.94,1026.58,23.84,0,0,0,122,Malaysia,Dry,5,2018,0.626,0.93,,imnv,simulated,,,,0.0
26.21,15.88,8.43,7.5,2.893,439.69,187.96,630.12,0.99,1,1,0,174,Malaysia,Dry,7,2023,0.56,0.94,,imnv,simulated,,,,1.0
33.83,7.28,7.12,9.65,0.441,324.51,150.01,247.74,4.21,0,1,0,159,Thailand,Dry,8,2021,0.124,0.31,,imnv,simulated,,,,0.0
20.39,14.73,6.96,3.18,2.027,115.73,152.16,321.22,27.02,0,0,1,169,Thailand,Wet,1,2023,0.543,0.88,,imnv,simulated,,,,0.0
20.59,7.44,6.84,4.65,4.872,264.05,53.05,504.31,13.88,1,1,0,125,China,Wet,2,2020,0.622,0.44,,imnv,simulated,,,,0.0
34.91,19.83,8.38,4.11,2.357,366.79,30.93,2804.2,10.9,1,1,0,114,Indonesia,Wet,8,2020,0.605,0.69,,imnv,simulated,,,,1.0
29.69,6.54,8.06,2.22,2.286,360.41,40.28,1994.36,22.17,0,0,1,46,India,Wet,9,2018,0.607,0.68,,imnv,simulated,,,,0.0
29.21,11.13,8.98,5.87,0.473,215.06,178.98,3928.56,5.43,0,1,1,42,China,Dry,6,2018,0.437,0.67,,imnv,simulated,,,,0.0
25.6,1.99,6.67,9.95,3.276,457.59,163.29,2106.52,9.1,0,1,1,37,Indonesia,Dry,7,2021,0.473,0.64,,imnv,simulated,,,,1.0
34.28,7.46,7.89,4.43,1.549,186.94,17.73,1417.48,23.02,0,1,0,74,India,Dry,12,2021,0.423,0.18,,imnv,simulated,,,,1.0
30.54,6.11,8.54,3.73,2.97,3.41,187.74,1197.75,0.44,0,0,1,148,India,Dry,3,2022,0.712,0.83,,imnv,simulated,,,,1.0
23.61,15.78,8.07,9.98,0.461,197.41,52.27,3828.3,25.14,0,0,1,83,Thailand,Dry,12,2022,0.147,0.32,,imnv,simulated,,,,0.0
22.43,14.53,6.09,7.73,0.997,55.85,162.48,4133.7,18.97,0,1,1,81,Philippines,Wet,2,2022,0.421,0.57,,imnv,simulated,,,,0.0
22.91,6.08,6.82,6.36,0.385,294.69,35.41,3026.04,14.25,0,0,0,106,Philippines,Dry,12,2022,0.277,0.12,,imnv,simulated,,,,0.0
34.63,32.01,8.65,4.18,3.006,384.77,50.29,3498.87,24.12,1,1,1,83,China,Wet,9,2021,0.719,0.59,,imnv,simulated,,,,0.0
29.67,3.21,6.15,7.26,3.879,270.57,16.63,3087.64,23.43,1,0,1,156,Indonesia,Dry,1,2018,0.65,0.69,,imnv,simulated,,,,1.0
24.97,34.31,8.11,4.37,0.02,487.45,108.27,4394.46,8.35,1,1,1,158,Vietnam,Wet,11,2023,0.292,0.82,,imnv,simulated,,,,1.0
31.45,16.16,7.26,5.59,0.118,40.88,20.06,861.48,11.39,1,0,0,151,Indonesia,Dry,9,2018,0.2,0.51,,imnv,simulated,,,,1.0
26.47,7.2,8.9,9.35,3.664,470.18,184.03,2081.27,15.22,1,0,1,134,Vietnam,Wet,7,2023,0.588,1.0,,imnv,simulated,,,,1.0
24.47,0.94,7.8,7.74,0.471,103.52,77.08,1686.92,25.56,0,0,0,129,Philippines,Wet,6,2022,0.178,0.61,,imnv,simulated,,,,1.0
26.37,32.31,7.79,2.75,3.189,317.12,116.32,3232.38,19.94,0,1,1,95,India,Dry,7,2018,0.623,0.67,,imnv,simulated,,,,1.0
21.27,13.24,6.86,5.86,0.923,370.85,78.39,2639.43,23.6,1,0,1,159,Indonesia,Dry,7,2021,0.347,0.77,,imnv,simulated,,,,1.0
32.37,7.71,6.97,2.98,2.084,238.82,17.57,3245.79,11.47,0,1,1,134,India,Dry,12,2019,0.554,0.38,,imnv,simulated,,,,1.0
24.29,23.3,7.92,6.38,0.179,265.98,170.54,1548.43,13.73,0,0,0,129,India,Dry,11,2020,0.211,0.66,,imnv,simulated,,,,0.0
29.71,22.6,7.84,8.35,4.47,43.76,136.57,2848.35,4.22,0,0,0,163,Thailand,Dry,7,2018,0.445,0.78,,imnv,simulated,,,,0.0
31.75,23.47,6.37,10.0,0.237,118.71,184.62,330.19,14.06,1,1,1,58,China,Dry,6,2018,0.215,0.77,,imnv,simulated,,,,0.0
30.92,4.93,7.24,4.21,1.476,383.19,64.08,752.56,20.29,1,0,0,107,Malaysia,Dry,4,2020,0.4,0.58,,imnv,simulated,,,,0.0
27.32,33.84,8.26,7.0,0.493,104.95,59.97,1941.45,21.82,0,1,1,30,Vietnam,Dry,3,2018,0.281,0.27,,imnv,simulated,,,,1.0
24.49,33.15,8.61,4.01,3.695,474.5,171.5,4939.09,19.16,1,0,1,38,India,Wet,7,2020,0.718,1.0,,imnv,simulated,,,,1.0
22.87,11.21,8.48,8.68,1.448,488.82,19.16,1540.86,4.01,1,0,0,159,Philippines,Wet,4,2020,0.368,0.69,,imnv,simulated,,,,1.0
30.86,33.7,6.17,3.62,0.308,289.83,153.39,3869.53,5.92,1,1,0,132,Thailand,Wet,5,2021,0.469,0.86,,imnv,simulated,,,,1.0
25.39,30.01,8.01,3.3,2.52,158.82,171.04,2328.03,28.42,0,0,1,119,Philippines,Dry,4,2018,0.588,0.83,,imnv,simulated,,,,1.0
24.42,3.43,7.3,9.07,3.013,162.15,130.87,2994.15,21.42,0,1,1,110,Vietnam,Dry,5,2018,0.398,0.58,,imnv,simulated,,,,0.0
24.12,27.18,6.31,7.56,0.469,108.24,75.14,355.91,6.48,0,0,1,128,Thailand,Dry,7,2020,0.332,0.77,,imnv,simulated,,,,1.0
20.32,32.12,8.85,2.57,0.113,33.98,145.46,1130.11,21.85,0,1,0,172,Thailand,Dry,9,2022,0.485,0.36,,imnv,simulated,,,,1.0
27.73,33.96,7.02,9.81,0.122,322.88,160.17,3712.98,11.88,0,1,1,39,Thailand,Dry,1,2022,0.1,0.46,,imnv,simulated,,,,1.0
33.05,9.87,8.24,4.14,1.571,476.59,153.3,1655.77,10.09,1,1,0,89,Vietnam,Dry,6,2020,0.493,0.69,,imnv,simulated,,,,1.0
31.59,30.79,8.95,9.63,0.705,315.1,170.37,3074.88,15.68,0,1,0,109,Malaysia,Wet,7,2019,0.332,0.47,,imnv,simulated,,,,0.0
23.69,7.27,6.44,3.41,0.963,75.63,177.43,4381.47,27.19,0,0,0,74,Malaysia,Wet,2,2023,0.503,0.56,,imnv,simulated,,,,0.0
28.05,6.83,8.6,4.2,1.925,156.15,40.6,1690.73,5.76,1,1,1,161,Indonesia,Wet,11,2023,0.591,0.69,,imnv,simulated,,,,0.0
28.1,23.26,7.1,7.04,0.988,291.7,24.19,487.31,12.88,0,0,1,98,Malaysia,Dry,1,2020,0.275,0.46,,imnv,simulated,,,,1.0
21.01,19.65,7.71,6.13,3.859,271.45,59.39,1250.14,14.83,1,1,1,102,Indonesia,Wet,4,2019,0.497,0.58,,imnv,simulated,,,,0.0
25.46,31.52,7.73,4.05,0.494,483.04,190.53,1772.85,12.31,1,1,1,91,Vietnam,Dry,11,2018,0.292,0.66,,imnv,simulated,,,,0.0
30.29,23.92,6.48,6.17,4.12,342.03,145.9,3176.91,26.73,0,1,0,72,India,Wet,9,2022,0.631,0.84,,imnv,simulated,,,,1.0
32.4,7.88,6.6,2.88,2.504,405.65,121.34,1157.82,19.34,1,1,0,55,Indonesia,Wet,1,2021,0.666,0.88,,imnv,simulated,,,,1.0
27.64,2.74,7.03,4.48,0.618,376.8,44.49,2520.5,14.34,0,0,1,117,Philippines,Wet,7,2023,0.331,0.41,,imnv,simulated,,,,0.0
32.62,21.76,6.93,8.73,1.607,293.47,38.06,2015.45,1.65,1,1,1,35,Philippines,Wet,5,2021,0.316,0.74,,imnv,simulated,,,,0.0
34.63,30.94,6.5,9.21,2.892,27.84,63.32,3779.46,7.1,1,1,0,145,Philippines,Wet,8,2018,0.514,0.54,,imnv,simulated,,,,1.0
27.11,23.65,7.41,3.55,2.75,382.65,173.14,1912.43,21.09,1,0,1,38,Vietnam,Wet,11,2021,0.536,1.0,,imnv,simulated,,,,1.0
25.47,0.84,6.19,6.13,0.473,345.99,166.64,1456.45,27.98,0,0,0,173,Vietnam,Dry,5,2020,0.4,0.57,,imnv,simulated,,,,1.0
29.53,2.2,7.88,6.79,0.055,253.28,85.99,4252.09,25.84,1,1,1,67,Vietnam,Wet,3,2018,0.176,0.76,,imnv,simulated,,,,1.0
32.37,19.44,7.3,6.0,2.009,191.88,156.71,4345.01,6.53,1,1,1,70,China,Wet,2,2022,0.39,0.93,,imnv,simulated,,,,1.0
20.48,17.94,6.97,9.89,2.397,432.99,18.46,3975.91,29.17,1,0,1,91,Vietnam,Dry,8,2021,0.358,0.64,,imnv,simulated,,,,0.0
25.02,17.52,6.25,3.5,2.914,133.31,59.64,2000.32,25.88,1,1,0,78,Indonesia,Wet,4,2022,0.749,0.88,,imnv,simulated,,,,1.0
30.87,29.61,7.57,5.69,3.156,136.92,96.23,1825.41,4.96,0,0,0,140,Philippines,Dry,11,2021,0.489,0.63,,imnv,simulated,,,,1.0
27.35,17.44,6.17,3.19,4.913,103.15,59.63,1872.43,21.56,1,1,1,69,Philippines,Wet,2,2022,0.782,0.93,,imnv,simulated,,,,1.0
27.12,19.45,6.28,2.5,1.718,491.07,13.34,3191.87,15.83,1,0,1,95,Vietnam,Wet,1,2022,0.644,1.0,,imnv,simulated,,,,1.0
25.9,4.73,7.14,7.02,3.869,335.48,117.56,1146.87,16.24,0,0,0,82,Thailand,Wet,12,2020,0.493,0.73,,imnv,simulated,,,,1.0
24.42,11.87,7.35,4.58,3.227,359.16,174.86,3927.94,11.83,0,1,0,88,Malaysia,Dry,9,2021,0.539,0.68,,imnv,simulated,,,,0.0
30.75,27.01,7.35,5.71,1.604,164.99,60.06,4032.4,17.23,1,1,0,108,Thailand,Dry,5,2022,0.346,0.63,,imnv,simulated,,,,1.0
23.17,26.52,7.11,9.62,1.531,178.13,150.4,1905.85,1.77,0,1,1,122,Indonesia,Dry,9,2020,0.248,0.53,,imnv,simulated,,,,0.0
32.02,12.93,8.9,9.23,2.997,331.74,100.95,418.84,27.15,0,0,0,162,Vietnam,Wet,10,2021,0.592,0.84,,imnv,simulated,,,,1.0
30.39,34.14,8.19,4.35,1.846,404.42,104.94,4155.3,21.65,0,0,0,162,Vietnam,Wet,7,2021,0.508,0.79,,imnv,simulated,,,,1.0
25.67,31.81,7.08,8.49,0.42,40.02,120.65,3723.14,27.66,0,0,0,98,China,Wet,9,2018,0.167,0.61,,imnv,simulated,,,,0.0
25.57,8.18,6.82,3.16,1.158,191.63,86.91,2007.71,14.33,1,1,1,90,Thailand,Wet,1,2023,0.47,1.0,,imnv,simulated,,,,1.0
30.88,34.08,7.12,5.55,0.447,264.57,70.55,2210.8,10.94,1,1,0,96,Malaysia,Wet,2,2019,0.261,0.71,,imnv,simulated,,,,1.0
21.04,11.88,6.97,4.44,2.688,298.77,190.61,1866.27,27.0,1,1,0,172,Philippines,Wet,5,2019,0.572,0.84,,imnv,simulated,,,,1.0
23.03,18.99,6.49,6.16,1.009,217.09,179.2,3418.08,22.93,1,1,0,143,Vietnam,Dry,9,2018,0.408,0.74,,imnv,simulated,,,,1.0
33.56,4.22,6.38,4.03,4.39,182.66,153.25,2334.88,0.47,1,1,1,117,Vietnam,Dry,2,2020,0.719,0.74,,imnv,simulated,,,,0.0
21.16,35.0,7.15,8.2,3.448,299.76,70.76,704.46,25.93,1,1,0,131,Malaysia,Wet,11,2019,0.452,0.63,,imnv,simulated,,,,0.0
20.16,17.16,8.06,7.83,2.769,394.8,47.81,4321.57,15.16,0,1,1,57,Indonesia,Dry,12,2020,0.473,0.34,,imnv,simulated,,,,0.0
30.33,2.06,8.62,3.34,4.677,293.2,47.25,205.56,0.9,1,1,0,63,Malaysia,Wet,12,2020,0.742,0.73,,imnv,simulated,,,,0.0
34.26,15.08,8.89,8.73,0.309,167.99,54.33,538.98,18.26,1,1,1,130,Indonesia,Wet,11,2018,0.308,0.62,,imnv,simulated,,,,1.0
26.13,22.93,7.66,7.23,0.621,141.57,13.67,3305.05,23.89,1,0,1,33,India,Dry,11,2021,0.188,0.66,,imnv,simulated,,,,0.0
